rcp	gcm	ensemble	pr	tasmin	tas	tasmin	hur	rsds	sfcWind
rcp_45	cccma_canesm2	r4i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	cccma_canesm2	r5i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	cnrm_cm5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	csiro_acess1_0	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc
rcp_45	csiro_mk3_6_0	r10i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc
rcp_45	csiro_mk3_6_0	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	csiro_mk3_6_0	r2i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc
rcp_45	csiro_mk3_6_0	r3i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc
rcp_45	csiro_mk3_6_0	r4i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc
rcp_45	csiro_mk3_6_0	r5i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc
rcp_45	csiro_mk3_6_0	r6i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc
rcp_45	csiro_mk3_6_0	r7i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc
rcp_45	csiro_mk3_6_0	r8i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc
rcp_45	csiro_mk3_6_0	r9i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	20060101-21001231.nc
rcp_45	ec_earth	r12i1p1	N/A	N/A	N/A	N/A	N/A	N/A	20060101-21001231.nc	N/A
rcp_45	ec_earth	r2i1p1	N/A	N/A	N/A	N/A	N/A	N/A	20060101-21001231.nc	N/A
rcp_45	ec_earth	r6i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp_45	ec_earth	r8i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	N/A
rcp_45	ec_earth	r9i1p1	N/A	N/A	N/A	N/A	N/A	N/A	20060101-21001231.nc	N/A
rcp_45	gfld_esm2g	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	gfld_esm2m	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	inm_cm4	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	ipsl_cm5a_lr	r1i1p1	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-22051231.nc	20060101-21051231.nc	N/A	20060101-22051231.nc
rcp_45	ipsl_cm5a_lr	r2i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc
rcp_45	ipsl_cm5a_lr	r3i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc
rcp_45	ipsl_cm5a_lr	r4i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc
rcp_45	ipsl_cm5a_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc
rcp_45	ipsl_cm5b_lr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc
rcp_45	miroc_esm	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	miroc_esm_chem	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	miroc_miroc4h	r1i1p1	20060101-20351231.nc	20060101-20351231.nc	20060101-20351231.nc	20060101-20351231.nc	20060101-20351231.nc	20060101-20351231.nc	20060101-20351231.nc	20060101-20351231.nc
rcp_45	miroc_miroc4h	r2i1p1	20060101-20351231.nc	20060101-20351231.nc	N/A	20060101-20351231.nc	20060101-20351231.nc	N/A	N/A	20060101-20351231.nc
rcp_45	miroc_miroc4h	r3i1p1	20060101-20351231.nc	20060101-20351231.nc	20060101-20351231.nc	20060101-20351231.nc	20060101-20351231.nc	N/A	N/A	20060101-20351231.nc
rcp_45	miroc_miroc5	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	miroc_miroc5	r2i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	miroc_miroc5	r3i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc
rcp_45	mohc_hadcm3	r10i1p1	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	N/A	N/A	20060101-20351230.nc
rcp_45	mohc_hadcm3	r1i1p1	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	N/A	N/A	20060101-20351230.nc
rcp_45	mohc_hadcm3	r2i1p1	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	N/A	N/A	20060101-20351230.nc
rcp_45	mohc_hadcm3	r3i1p1	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	N/A	N/A	20060101-20351230.nc
rcp_45	mohc_hadcm3	r4i1p1	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	N/A	N/A	20060101-20351230.nc
rcp_45	mohc_hadcm3	r5i1p1	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	N/A	N/A	20060101-20351230.nc
rcp_45	mohc_hadcm3	r6i1p1	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	N/A	N/A	20060101-20351230.nc
rcp_45	mohc_hadcm3	r7i1p1	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	N/A	N/A	20060101-20351230.nc
rcp_45	mohc_hadcm3	r8i1p1	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	N/A	N/A	20060101-20351230.nc
rcp_45	mohc_hadcm3	r9i1p1	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	20060101-20351230.nc	N/A	N/A	20060101-20351230.nc
rcp_45	mohc_hadgem2_cc	r1i1p1	20051201-20991230.nc	20051201-20991230.nc	20051201-20991230.nc	20051201-20991230.nc	20051201-20991230.nc	20051201-20991230.nc	20051201-20991230.nc	20051201-20991230.nc
rcp_45	mohc_hadgem2_es	r1i1p1	20051201-20991230.nc	20051201-20991230.nc	20051201-20991230.nc	20051201-21091130.nc	20051201-20991230.nc	20051201-20991130.nc	20051201-20991230.nc	20051201-20991230.nc
rcp_45	mohc_hadgem2_es	r2i1p1	20051201-21001230.nc	20051201-21001230.nc	20051201-21001230.nc	20051201-21001230.nc	20051201-21001230.nc	N/A	N/A	20051201-21001230.nc
rcp_45	mohc_hadgem2_es	r3i1p1	20051201-21001230.nc	20051201-21001230.nc	20051201-21001230.nc	20051201-21001230.nc	20051201-21001230.nc	N/A	N/A	20051201-21001230.nc
rcp_45	mohc_hadgem2_es	r4i1p1	20051201-21001230.nc	20051201-21001230.nc	20051201-21001230.nc	20051201-21001230.nc	20051201-21001230.nc	N/A	N/A	20051201-21001230.nc
rcp_45	mpi_esm_lr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp_45	mpi_esm_lr	r2i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp_45	mpi_esm_lr	r3i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp_45	mpi_esm_mr	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp_45	mri_cgcm3	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	20060101-21001231.nc	20060101-21001231.nc
rcp_45	ncar_ccsm4	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp_45	ncar_ccsm4	r2i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp_45	ncar_ccsm4	r3i1p1	20410101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp_45	ncar_ccsm4	r4i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp_45	ncar_ccsm4	r5i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A	N/A	N/A
rcp_45	ncc_noresm1_m	r1i1p1	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	20060101-21001231.nc	N/A
