"ICRISAT_ac","Table_name","Mission_co","Collectors","Alternate_","Local_name","Species_nu","Cultivar_n","Biological","Donor_coop","Donor_coun","Date_recei","Date_of_co","Source_cou","Province","Location","Latitude","Longitude","Elevation","Genus","Species","Sauthor","Subsp","UID","IS_UNIQUE","TEST_TRAIN"
31510,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 667","Lubere",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Lukoma",-0.56,31.26,1320,"Sorghum","bicolor","(L.) Moench","bicolor",16811,TRUE,"TRAIN"
39874,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 95","","Katambindo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/23/1993","UGA","Bushenyi","Rutunguru",-0.54,30.18,1470,"Sorghum","bicolor","(L.) Moench","bicolor",16812,TRUE,"TRAIN"
39890,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 136","","Enkumba",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/24/1993","UGA","Kabarole","Nyabubale",-0.53,30.08,1410,"Sorghum","bicolor","(L.) Moench","bicolor",16813,TRUE,"TRAIN"
31277,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 422","Kabusiba",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Birere",-0.45,30.4,1500,"Sorghum","bicolor","(L.) Moench","bicolor",16816,TRUE,"TRAIN"
31279,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 425","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kinoni 2W",-0.42,30.27,1520,"Sorghum","bicolor","(L.) Moench","bicolor",16820,TRUE,"TRAIN"
31271,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 416","Kata-mbindo rwamukondo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kashari 3NW",-0.4,30.35,1530,"Sorghum","bicolor","(L.) Moench","bicolor",16823,TRUE,"TRAIN"
31273,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 418","Kata-mbindo nyakaembunk",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kashari 6N",-0.4,30.299999,1500,"Sorghum","bicolor","(L.) Moench","bicolor",16825,TRUE,"TRAIN"
31517,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 675","Namatera-kabale",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kamulaba 3SW",-0.34,31.15,1400,"Sorghum","bicolor","(L.) Moench","bicolor",16827,TRUE,"TRAIN"
40459,"ICRISATSOSORGHUM","ICRISAT-MISN-208","RGW 267","","Muwemba",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/15/1994","08/15/1993","UGA","Masaka","Bisanja",-0.33,31.73,1030,"Sorghum","bicolor","(L.) Moench","bicolor",16828,TRUE,"TRAIN"
31350,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 504","Kajamja",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Ishaka 10N",-0.33,30.07,1700,"Sorghum","bicolor","(L.) Moench","bicolor",16830,TRUE,"TRAIN"
31380,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 536","Kajanja-fabwohe",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kabwohe 6N",-0.32,30.23,1630,"Sorghum","bicolor","(L.) Moench","bicolor",16834,TRUE,"TRAIN"
31522,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 680","Nakanyoro",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Lwamagwa 16SE",-0.32,31.120001,1530,"Sorghum","bicolor","(L.) Moench","bicolor",16836,TRUE,"TRAIN"
31349,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 503","Kaababuro",3560,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Myabubale 10W",-0.32,30.030001,1700,"Sorghum","bicolor","(L.) Moench","bicolor",16840,TRUE,"TRAIN"
31372,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 528","Kajanja",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kyamugimbi 4NE",-0.31,30.190001,1720,"Sorghum","bicolor","(L.) Moench","bicolor",16841,TRUE,"TRAIN"
31373,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 529","Kajanja kangyenyi I",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kyamugimbi 10NE",-0.28,30.190001,1740,"Sorghum","bicolor","(L.) Moench","bicolor",16845,TRUE,"TRAIN"
31352,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 506","Kaaburo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Ishaka 22N",-0.27,30.07,1550,"Sorghum","bicolor","(L.) Moench","bicolor",16847,TRUE,"TRAIN"
31379,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 535","Kajanja-masekuka",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Masekuka 4NE",-0.26,30.27,1640,"Sorghum","bicolor","(L.) Moench","bicolor",16848,TRUE,"TRAIN"
31356,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 510","Ruhogo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Bushenyi","Rubirizi 2N",-0.26,30.110001,1460,"Sorghum","bicolor","(L.) Moench","bicolor",16849,TRUE,"TRAIN"
31358,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 512","Ruhogo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Bushenyi","Rubirizi 6N",-0.26,30.15,1460,"Sorghum","bicolor","(L.) Moench","bicolor",16851,TRUE,"TRAIN"
31375,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 531","Ogwenkiga",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Burere 4NE",-0.22,30.24,1880,"Sorghum","bicolor","(L.) Moench","bicolor",16854,TRUE,"TRAIN"
31359,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 513","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kiowamba 1N",-0.14,30.059999,1360,"Sorghum","bicolor","(L.) Moench","bicolor",16859,TRUE,"TRAIN"
31364,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 518","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kiowamba 3NW",-0.11,30.08,1210,"Sorghum","bicolor","(L.) Moench","bicolor",16863,TRUE,"TRAIN"
31393,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 549","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Katojo 3E",-0.02,29.77,1230,"Sorghum","bicolor","(L.) Moench","bicolor",16866,TRUE,"TRAIN"
40442,"ICRISATSOSORGHUM","ICRISAT-MISN-208","RGW 240","","Namteeta",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/15/1994","08/14/1993","UGA","Mukono","Seeta",0,31.93,1100,"Sorghum","bicolor","(L.) Moench","bicolor",16880,TRUE,"TRAIN"
31483,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 640","Rwemeraea",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Nyabbani",0.06,30.24,1340,"Sorghum","bicolor","(L.) Moench","bicolor",16881,TRUE,"TRAIN"
31450,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 607","Kabusimu",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kamwenge 8S",0.11,30.24,1310,"Sorghum","bicolor","(L.) Moench","bicolor",16888,TRUE,"TRAIN"
31447,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 604","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kamwenge 1SE",0.13,30.25,1410,"Sorghum","bicolor","(L.) Moench","bicolor",16896,TRUE,"TRAIN"
31396,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 552","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Kasese","Kasese 5N",0.13,30.07,1170,"Sorghum","bicolor","(L.) Moench","bicolor",16898,TRUE,"TRAIN"
8906,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","E 571","Bukidi",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","UGA","","Bukeda dt.",0.15,33.529999,0,"Sorghum","bicolor","(L.) Moench","bicolor",16899,TRUE,"TRAIN"
31449,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 606","Katambiodo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kamwenge 3S",0.15,30.299999,1390,"Sorghum","bicolor","(L.) Moench","bicolor",16900,TRUE,"TRAIN"
39893,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 143","","Bijawenga",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/24/1993","UGA","Kibale","Ruhoko",0.15,30.459999,1430,"Sorghum","bicolor","(L.) Moench","bicolor",16903,TRUE,"TRAIN"
31397,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 553","Yenoera",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Kasese","Kasese 9NE",0.16,30.1,1210,"Sorghum","bicolor","(L.) Moench","bicolor",16906,TRUE,"TRAIN"
9199,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","E 1123","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-1436","USA","10/11/1978","","UGA","","Kigezi dt.",0.16,31.360001,0,"Sorghum","bicolor","(L.) Moench","bicolor",16911,TRUE,"TRAIN"
31402,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 558","Kabano",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Kasese","Kasese 12E",0.17,30.110001,1110,"Sorghum","bicolor","(L.) Moench","bicolor",16916,TRUE,"TRAIN"
31409,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 565","Kabir",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Kasese","Mubuku 4N; Busongora",0.18,30.23,1170,"Sorghum","bicolor","(L.) Moench","bicolor",16918,TRUE,"TRAIN"
31407,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 563","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Kasese","Kasese 30NE",0.19,30.1,1050,"Sorghum","bicolor","(L.) Moench","bicolor",16924,TRUE,"TRAIN"
39844,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 5","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/21/1993","UGA","Mpigi","Mpambere",0.19,32.299999,1190,"Sorghum","bicolor","(L.) Moench","bicolor",16925,TRUE,"TRAIN"
31417,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 573","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Hima 6N",0.2,30.1,1220,"Sorghum","bicolor","(L.) Moench","bicolor",16926,TRUE,"TRAIN"
39877,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 108","","Ruhogo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/23/1993","UGA","Bushenyi","Katara",0.2,32.299999,1210,"Sorghum","bicolor","(L.) Moench","bicolor",16928,TRUE,"TRAIN"
31477,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 634","Kanyeyerere",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Kibale","Kibale",0.2,30.25,1350,"Sorghum","bicolor","(L.) Moench","bicolor",16931,TRUE,"TRAIN"
31496,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 653","Namatera",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Masaka","Masaka 15SW",0.2,31.4,1400,"Sorghum","bicolor","(L.) Moench","bicolor",16932,TRUE,"TRAIN"
35425,"ICRISATSOSORGHUM","ICRISAT-MISN-184","SRA 68","","",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/09/1991","01/30/1991","UGA","Mityana","Mpanga",0.2,31.1,1345,"Sorghum","bicolor","(L.) Moench","bicolor",16935,TRUE,"TRAIN"
35426,"ICRISATSOSORGHUM","ICRISAT-MISN-184","SRA 69","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/09/1991","01/30/1991","UGA","Mityana","Mpanga",0.2,32.099998,1345,"Sorghum","bicolor","(L.) Moench","bicolor",16936,TRUE,"TRAIN"
39845,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 6","","Ngano",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/21/1993","UGA","Mpigi","Birembwe",0.22,32.330002,1190,"Sorghum","bicolor","(L.) Moench","bicolor",16939,TRUE,"TRAIN"
31419,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 575","Kamyeirere",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Hima 10NE",0.22,30.120001,1140,"Sorghum","bicolor","(L.) Moench","bicolor",16941,TRUE,"TRAIN"
31404,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 560","Kajanja-gali",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Kasese","Kasese 25NE",0.23,30.09,1090,"Sorghum","bicolor","(L.) Moench","bicolor",16946,TRUE,"TRAIN"
31442,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 598","Kanyeirere",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Kibale","Kahunge 8NW",0.24,30.23,1350,"Sorghum","bicolor","(L.) Moench","bicolor",16948,TRUE,"TRAIN"
31438,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 594","Ebinyamugusa",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kyegegwa 2E",0.27,31.15,1570,"Sorghum","bicolor","(L.) Moench","bicolor",16952,TRUE,"TRAIN"
31436,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 592","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kyegegwa 4E",0.27,31.200001,1500,"Sorghum","bicolor","(L.) Moench","bicolor",16953,TRUE,"TRAIN"
40005,"ICRISATSOSORGHUM","ICRISAT-MISN-201","GSO 349","","Muwemba",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","02/04/1993","UGA","Mukono","Wakisi",0.27,32.450001,1150,"Sorghum","bicolor","(L.) Moench","bicolor",16955,TRUE,"TRAIN"
31423,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 579","Enkumba",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Kabale","Kabale 6N",0.28,30.1,1600,"Sorghum","bicolor","(L.) Moench","bicolor",16957,TRUE,"TRAIN"
39847,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 8","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/21/1993","UGA","Masaka","Kyabbogo",0.28,31.610001,1220,"Sorghum","bicolor","(L.) Moench","bicolor",16958,TRUE,"TRAIN"
31494,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 651","Kayini",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Lyamtode 3W",0.28,31.18,1400,"Sorghum","bicolor","(L.) Moench","bicolor",16962,TRUE,"TRAIN"
31424,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 580","Enowera",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kibito 2N",0.29,30.1,1670,"Sorghum","bicolor","(L.) Moench","bicolor",16964,TRUE,"TRAIN"
31214,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 359","Emakasuta",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Iganga","Bukoma; Iganga 7S",0.3,33.400002,1220,"Sorghum","bicolor","(L.) Moench","bicolor",16966,TRUE,"TRAIN"
39880,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 112","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/23/1993","UGA","","Hima; Kasese",0.3,30.16,1090,"Sorghum","bicolor","(L.) Moench","bicolor",16970,TRUE,"TRAIN"
40454,"ICRISATSOSORGHUM","ICRISAT-MISN-208","RGW 259","","Namatera",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/15/1994","08/14/1993","UGA","Mukono","Kasubi",0.3,32.959999,1120,"Sorghum","bicolor","(L.) Moench","bicolor",16971,TRUE,"TRAIN"
31491,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 648","Namatera",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Lyamtode 5E",0.3,31.15,1400,"Sorghum","bicolor","(L.) Moench","bicolor",16973,TRUE,"TRAIN"
31367,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 522","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Bushenyi 10NE",0.31,30.16,1740,"Sorghum","bicolor","(L.) Moench","bicolor",16974,TRUE,"TRAIN"
40445,"ICRISATSOSORGHUM","ICRISAT-MISN-208","RGW 243","","Muwemba",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/15/1994","08/14/1993","UGA","Mukono","Bukasa",0.32,32.669998,1050,"Sorghum","bicolor","(L.) Moench","bicolor",16976,TRUE,"TRAIN"
31220,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 365","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Jinja",0.32,33.98,1250,"Sorghum","bicolor","(L.) Moench","bicolor",16977,TRUE,"TRAIN"
31229,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 374","Bel",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Oyawo",0.33,34,1290,"Sorghum","bicolor","(L.) Moench","bicolor",16983,TRUE,"TRAIN"
39857,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 39","","Mubhingyenyenka",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/21/1993","UGA","Mbarara","Rubindi",0.33,30.58,1405,"Sorghum","bicolor","(L.) Moench","bicolor",16985,TRUE,"TRAIN"
31228,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 373","",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Nalurerere, 4 Km from bugiri east",0.35,33.5,1290,"Sorghum","bicolor","(L.) Moench","bicolor",16989,TRUE,"TRAIN"
40447,"ICRISATSOSORGHUM","ICRISAT-MISN-208","RGW 249","","Namatera",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/15/1994","08/14/1993","UGA","Mukono","Bonda",0.37,32.75,1070,"Sorghum","bicolor","(L.) Moench","bicolor",16990,TRUE,"TRAIN"
31468,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 625","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Karagwa 0.5S",0.37,30.1,1710,"Sorghum","bicolor","(L.) Moench","bicolor",16995,TRUE,"TRAIN"
31433,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 589","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kyenjajo 3E",0.38,30.379999,1500,"Sorghum","bicolor","(L.) Moench","bicolor",17001,TRUE,"TRAIN"
40456,"ICRISATSOSORGHUM","ICRISAT-MISN-208","RGW 263","","Imomwa",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/15/1994","08/15/1993","UGA","Mukono","Lugazi",0.38,32.919998,1120,"Sorghum","bicolor","(L.) Moench","bicolor",17002,TRUE,"TRAIN"
31432,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 588","Enowera",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Bugaki 2E",0.4,30.27,1640,"Sorghum","bicolor","(L.) Moench","bicolor",17003,TRUE,"TRAIN"
35424,"ICRISATSOSORGHUM","ICRISAT-MISN-184","SRA 37","","Muwemba",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/09/1991","01/26/1991","UGA","Mubende","Kituma",0.4,32,1180,"Sorghum","bicolor","(L.) Moench","bicolor",17005,TRUE,"TRAIN"
31473,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 630","Emperwa",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kamgngo",0.42,30.120001,1640,"Sorghum","bicolor","(L.) Moench","bicolor",17006,TRUE,"TRAIN"
31456,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 613","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kichwamba 4SE",0.42,30.08,1690,"Sorghum","bicolor","(L.) Moench","bicolor",17007,TRUE,"TRAIN"
31501,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 658","Seziwemba",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Rakai","Kyotera 3S",0.42,31.299999,1350,"Sorghum","bicolor","(L.) Moench","bicolor",17011,TRUE,"TRAIN"
39881,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 114","","Kajwenge",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/23/1993","UGA","Kabarole","Kasunganyanja",0.43,30.190001,1240,"Sorghum","bicolor","(L.) Moench","bicolor",17015,TRUE,"TRAIN"
40028,"ICRISATSOSORGHUM","ICRISAT-MISN-201","GSO 379","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","02/05/1993","UGA","Tororo","Bulumbi; Samia-Bugwe",0.44,34.060001,1170,"Sorghum","bicolor","(L.) Moench","bicolor",17020,TRUE,"TRAIN"
40008,"ICRISATSOSORGHUM","ICRISAT-MISN-201","GSO 353","","Mutama",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","02/04/1993","UGA","Jinja","Mafibura",0.44,33.200001,1170,"Sorghum","bicolor","(L.) Moench","bicolor",17023,TRUE,"TRAIN"
31474,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 631","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Kibale","Hakibale 3S",0.45,30.200001,1700,"Sorghum","bicolor","(L.) Moench","bicolor",17024,TRUE,"TRAIN"
40374,"ICRISATSOSORGHUM","ICRISAT-MISN-208","RGW 50","","Gwemba",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/15/1994","08/08/1993","UGA","Mukono","Njeru",0.45,33.18,1050,"Sorghum","bicolor","(L.) Moench","bicolor",17027,TRUE,"TRAIN"
31185,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 330","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","Tororo","Busia; Samia-Bugwe",0.46,34.080002,1400,"Sorghum","bicolor","(L.) Moench","bicolor",17028,TRUE,"TRAIN"
31211,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 356","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Busambatia",0.47,33.450001,1210,"Sorghum","bicolor","(L.) Moench","bicolor",17054,TRUE,"TRAIN"
40461,"ICRISATSOSORGHUM","ICRISAT-MISN-208","RGW 270","","Namatera",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/15/1994","08/15/1993","UGA","Masaka","Kabonera",0.47,30.16,1050,"Sorghum","bicolor","(L.) Moench","bicolor",17056,TRUE,"TRAIN"
39910,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 167","","Kajwengo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/25/1993","UGA","Kiboga","Kayunga",0.47,31.68,1110,"Sorghum","bicolor","(L.) Moench","bicolor",17058,TRUE,"TRAIN"
31461,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 618","Mpwera",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Karugutu 1NW",0.48,30.15,1200,"Sorghum","bicolor","(L.) Moench","bicolor",17061,TRUE,"TRAIN"
31435,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","US 591","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0318","GBR","09/30/1986","","UGA","","Kyegegwa 3W",0.48,31.040001,1500,"Sorghum","bicolor","(L.) Moench","bicolor",17068,TRUE,"TRAIN"
39863,"ICRISATSOSORGHUM","ICRISAT-MISN-201","RGS 52","","Katambindo",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/16/1993","01/22/1993","UGA","Mbarara","Kigarama",0.49,30.379999,1240,"Sorghum","bicolor","(L.) Moench","bicolor",17069,TRUE,"TRAIN"
40375,"ICRISATSOSORGHUM","ICRISAT-MISN-208","RGW 53","","",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/15/1994","08/08/1993","UGA","Jinja","Kaikira",0.5,33.279999,1090,"Sorghum","bicolor","(L.) Moench","bicolor",17070,TRUE,"TRAIN"
