"ICRISAT_ac","Table_name","Mission_co","Collectors","Alternate_","Local_name","Species_nu","Cultivar_n","Biological","Donor_coop","Donor_coun","Date_recei","Date_of_co","Source_cou","Province","Location","Latitude","Longitude","Elevation","Genus","Species","Sauthor","Subsp","UID","IS_UNIQUE","TEST_TRAIN"
37299,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 122","","Allina jola",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/28/1993","IND","Karnataka","Hungund; Bijapur",16.059999,76.050003,550,"Sorghum","bicolor","(L.) Moench","bicolor",6324,TRUE,"TRAIN"
40215,"ICRISATSOSORGHUM","ICRISAT-MISN-211","GM 39","","Peddina jola",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1994","02/10/1994","IND","Karnataka","Batakurki; Belguam",16.07,75.360001,0,"Sorghum","bicolor","(L.) Moench","bicolor",6331,TRUE,"TRAIN"
22168,"ICRISATSOSORGHUM","ICRISAT-MISN-073","PG 160","","Jowari jola",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","01/11/1980","10/30/1980","IND","Karnataka","Sirur; Bijapur",16.09,75.769997,480,"Sorghum","bicolor","(L.) Moench","bicolor",6338,TRUE,"TRAIN"
40280,"ICRISATSOSORGHUM","ICRISAT-MISN-211","GM 105","","Bili jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1994","02/12/1994","IND","Karnataka","Mamdapur; Belgaum",16.1,74.93,0,"Sorghum","bicolor","(L.) Moench","bicolor",6339,TRUE,"TRAIN"
5134,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Patcha jonna",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Paritala",16.110001,81.080002,0,"Sorghum","bicolor","(L.) Moench","bicolor",6341,TRUE,"TRAIN"
36337,"ICRISATSOSORGHUM","ICRISAT-MISN-144","RAP 142","","",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","12/08/1987","10/28/1987","IND","Karnataka","Lingsgur; Raichur",16.16,76.519997,510,"Sorghum","bicolor","(L.) Moench","bicolor",6342,TRUE,"TRAIN"
1433,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","AS 7445","Gidda jonna",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Machilipatnam; Krishna district",16.16,81.129997,14,"Sorghum","bicolor","(L.) Moench","bicolor",6344,TRUE,"TRAIN"
37347,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 171","","Pelala jonna",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","03/03/1993","IND","Karnataka","Askehalli; Raichur",16.200001,77.349998,350,"Sorghum","bicolor","(L.) Moench","bicolor",6350,TRUE,"TRAIN"
22104,"ICRISATSOSORGHUM","ICRISAT-MISN-073","PG 90","","Ekranal",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","01/11/1980","10/24/1980","IND","Karnataka","Raichur",16.200001,77.370003,407,"Sorghum","bicolor","(L.) Moench","bicolor",6370,TRUE,"TRAIN"
5671,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Bili gund jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Karnataka","Hukeri; Belgaum",16.23,74.599998,0,"Sorghum","bicolor","(L.) Moench","bicolor",6395,TRUE,"TRAIN"
22151,"ICRISATSOSORGHUM","ICRISAT-MISN-073","PG 141","","Bili jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","01/11/1980","10/28/1980","IND","Karnataka","Konnur; Dharwad",16.23,74.760002,0,"Sorghum","bicolor","(L.) Moench","bicolor",6398,TRUE,"TRAIN"
22170,"ICRISATSOSORGHUM","ICRISAT-MISN-073","PG 163","","Jowari jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","01/11/1980","10/30/1980","IND","Karnataka","Guragunta; Bijapur",16.280001,76.610001,420,"Sorghum","bicolor","(L.) Moench","bicolor",6399,TRUE,"TRAIN"
1371,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","AS 1034","Napa jonna",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Macherla",16.280001,79.260002,0,"Sorghum","bicolor","(L.) Moench","bicolor",6400,TRUE,"TRAIN"
36342,"ICRISATSOSORGHUM","ICRISAT-MISN-144","RAP 168","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","12/08/1987","10/30/1987","IND","Karnataka","Almatti; Bijapur",16.35,75.919998,480,"Sorghum","bicolor","(L.) Moench","bicolor",6417,TRUE,"TRAIN"
37278,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 101","","Kagimoti jola",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/27/1993","IND","Karnataka","Biligi; Bijapur",16.35,75.610001,530,"Sorghum","bicolor","(L.) Moench","bicolor",6419,TRUE,"TRAIN"
36334,"ICRISATSOSORGHUM","ICRISAT-MISN-144","RAP 128","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","12/08/1987","10/28/1987","IND","Karnataka","Devarsugur; Raichur",16.360001,77.370003,300,"Sorghum","bicolor","(L.) Moench","bicolor",6424,TRUE,"TRAIN"
17893,"ICRISATSOSORGHUM","ICRISAT-MISN-022","KEP 225","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/02/1977","01/16/1977","IND","Andhra Pradesh","Chidipi; West Godavari",16.42,81.059998,0,"Sorghum","bicolor","(L.) Moench","bicolor",6455,TRUE,"TRAIN"
37274,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 97","","Machendri",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/27/1993","IND","Karnataka","Kolhar; Bijapur",16.43,75.68,530,"Sorghum","bicolor","(L.) Moench","bicolor",6464,TRUE,"TRAIN"
36081,"ICRISATSOSORGHUM","ICRISAT-MISN-182","RS 84","","Getu jonna",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/27/1990","09/11/1990","IND","Andhra Pradesh","Telkapalli; Mahaboobnagar",16.450001,78.459999,440,"Sorghum","bicolor","(L.) Moench","bicolor",6466,TRUE,"TRAIN"
17767,"ICRISATSOSORGHUM","ICRISAT-MISN-010","KEP 108","","Tella jonna",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/28/1975","10/16/1975","IND","Andhra Pradesh","Macherla; Guntur district",16.48,79.440002,0,"Sorghum","bicolor","(L.) Moench","bicolor",6467,TRUE,"TRAIN"
1422,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","AS 5829","Patcha jonna",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","East Godavari",16.559999,82.139999,0,"Sorghum","bicolor","(L.) Moench","bicolor",6476,TRUE,"TRAIN"
5542,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Assana jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Karnataka","Bagevadi; Bijapur",16.58,75.959999,0,"Sorghum","bicolor","(L.) Moench","bicolor",6477,TRUE,"TRAIN"
37257,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 80","","Allalli jola",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/26/1993","IND","Karnataka","Managoli; Bijapur",16.65,75.809998,640,"Sorghum","bicolor","(L.) Moench","bicolor",6487,TRUE,"TRAIN"
36067,"ICRISATSOSORGHUM","ICRISAT-MISN-182","RS 39","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/27/1990","09/09/1990","IND","Andhra Pradesh","Kalwakurthy; Mahaboobnagar",16.66,78.5,550,"Sorghum","bicolor","(L.) Moench","bicolor",6490,TRUE,"TRAIN"
40210,"ICRISATSOSORGHUM","ICRISAT-MISN-211","GM 34","","Kagimoti jola",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1994","02/10/1994","IND","Karnataka","Siddhapur; Bijapur",16.67,75.5,0,"Sorghum","bicolor","(L.) Moench","bicolor",6495,TRUE,"TRAIN"
5155,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Tella jonna",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Kondur; Krishna",16.68,80.580002,0,"Sorghum","bicolor","(L.) Moench","bicolor",6497,TRUE,"TRAIN"
36062,"ICRISATSOSORGHUM","ICRISAT-MISN-182","RS 26","","Punasa jonna",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/27/1990","09/09/1990","IND","Andhra Pradesh","Madugula; Mahaboobnagar",16.68,78.5,415,"Sorghum","bicolor","(L.) Moench","bicolor",6498,TRUE,"TRAIN"
40891,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 233","","Gundu",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","02/02/1996","IND","Maharashtra","Hata kangle; Kolhapur",16.700001,74.220001,640,"Sorghum","bicolor","(L.) Moench","bicolor",6499,TRUE,"TRAIN"
4681,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Turata bambawali",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Maharashtra","Kolhapur",16.700001,74.230003,550,"Sorghum","bicolor","(L.) Moench","bicolor",6508,TRUE,"TRAIN"
1187,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","AS 4294","Konda jonna",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Eluru; West Godavari",16.709999,81.110001,22,"Sorghum","bicolor","(L.) Moench","bicolor",6542,TRUE,"TRAIN"
37231,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 53","","Gundu tenai",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/25/1993","IND","Karnataka","Gogi; Gulburga",16.73,76.75,460,"Sorghum","bicolor","(L.) Moench","bicolor",6554,TRUE,"TRAIN"
36064,"ICRISATSOSORGHUM","ICRISAT-MISN-182","RS 35","","",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/27/1990","09/09/1990","IND","Andhra Pradesh","Cherukuru; Mahaboobnagar",16.74,77.980003,500,"Sorghum","bicolor","(L.) Moench","bicolor",6557,TRUE,"TRAIN"
17726,"ICRISATSOSORGHUM","ICRISAT-MISN-010","KEP 67","","Rayachur jonna",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/28/1975","10/16/1975","IND","Andhra Pradesh","Itakalapadu; Mahaboobnagar",16.74,77.989998,0,"Sorghum","bicolor","(L.) Moench","bicolor",6559,TRUE,"TRAIN"
37221,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 43","","Bili jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/25/1993","IND","Karnataka","Maddarki; Gulburga",16.790001,76.760002,430,"Sorghum","bicolor","(L.) Moench","bicolor",6577,TRUE,"TRAIN"
40908,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 250","","Hali jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","02/03/1996","IND","Karnataka","Babanagar; Bijapur",16.82,75.720001,670,"Sorghum","bicolor","(L.) Moench","bicolor",6578,TRUE,"TRAIN"
22166,"ICRISATSOSORGHUM","ICRISAT-MISN-073","PG 158","","Jowari jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","01/11/1980","10/29/1980","IND","Karnataka","Anadinne; Bijapur",16.83,75.720001,480,"Sorghum","bicolor","(L.) Moench","bicolor",6646,TRUE,"TRAIN"
40208,"ICRISATSOSORGHUM","ICRISAT-MISN-211","GM 32","","Maldandi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1994","02/10/1994","IND","Karnataka","Chikkapadasaligi; Bijapur",16.83,75.669998,0,"Sorghum","bicolor","(L.) Moench","bicolor",6652,TRUE,"TRAIN"
36372,"ICRISATSOSORGHUM","ICRISAT-MISN-173","RV 137","","Shallu",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/11/1989","10/04/1989","IND","Maharashtra","Wadgaon; Kolhapur",16.83,74.300003,550,"Sorghum","bicolor","(L.) Moench","bicolor",6704,TRUE,"TRAIN"
37217,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 39","","Balli jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/25/1993","IND","Karnataka","Mudbal; Gulburga",16.84,76.809998,430,"Sorghum","bicolor","(L.) Moench","bicolor",6708,TRUE,"TRAIN"
36375,"ICRISATSOSORGHUM","ICRISAT-MISN-173","RV 144","","Kar jowari",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/11/1989","10/04/1989","IND","Maharashtra","Vangan Wadi; Sangli",16.860001,74.57,590,"Sorghum","bicolor","(L.) Moench","bicolor",6714,TRUE,"TRAIN"
36373,"ICRISATSOSORGHUM","ICRISAT-MISN-173","RV 138","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/11/1989","10/04/1989","IND","Maharashtra","Bagni; Sangli",16.9,74.360001,550,"Sorghum","bicolor","(L.) Moench","bicolor",6717,TRUE,"TRAIN"
5139,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Jaggayyapet jonna",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Jaggayyapet; Krishna",16.9,80.099998,0,"Sorghum","bicolor","(L.) Moench","bicolor",6718,TRUE,"TRAIN"
36060,"ICRISATSOSORGHUM","ICRISAT-MISN-182","RS 20","","Patcha jonna",3564,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/27/1990","09/09/1990","IND","Andhra Pradesh","Kulkulpalli; Mahaboobnagar",16.9,78.730003,430,"Sorghum","bicolor","(L.) Moench","bicolor",6719,TRUE,"TRAIN"
21974,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Madhira local",3560,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0436","IND","06/14/1980","","IND","Andhra Pradesh","Madira; Khammam",16.91,80.360001,107,"Sorghum","bicolor","(L.) Moench","bicolor",6720,TRUE,"TRAIN"
37234,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 56","","Sakkaramukri jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/25/1993","IND","Karnataka","Sindgi; Bijapur",16.91,76.230003,510,"Sorghum","bicolor","(L.) Moench","bicolor",6725,TRUE,"TRAIN"
5158,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Patcha jonna",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Kakinada; East Godavari",16.93,82.220001,6,"Sorghum","bicolor","(L.) Moench","bicolor",6730,TRUE,"TRAIN"
40911,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 253","","Kempuguni jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","02/03/1996","IND","Karnataka","Kanamadi; Bijapur",16.93,75.370003,680,"Sorghum","bicolor","(L.) Moench","bicolor",6738,TRUE,"TRAIN"
1464,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","AS 387","Nirjola",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Kosgi; Mahaboobnagar",16.98,77.720001,0,"Sorghum","bicolor","(L.) Moench","bicolor",6741,TRUE,"TRAIN"
37216,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 38","","Maldandi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/25/1993","IND","Karnataka","Jevargi; Gulburga",17.02,76.760002,430,"Sorghum","bicolor","(L.) Moench","bicolor",6748,TRUE,"TRAIN"
24365,"ICRISATSOSORGHUM","ICRISAT-MISN-084","VRR 726","","Shallu",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1981","11/02/1981","IND","Maharashtra","Jath; Sangli",17.049999,75.209999,600,"Sorghum","bicolor","(L.) Moench","bicolor",6749,TRUE,"TRAIN"
5196,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Patcha jonna",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Nalgonda",17.049999,79.269997,420,"Sorghum","bicolor","(L.) Moench","bicolor",6756,TRUE,"TRAIN"
24363,"ICRISATSOSORGHUM","ICRISAT-MISN-084","VRR 670","","Kar-jondhara",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","11/09/1981","10/30/1981","IND","Maharashtra","Peth; Islampur; Sangli",17.049999,74.230003,530,"Sorghum","bicolor","(L.) Moench","bicolor",6762,TRUE,"TRAIN"
33785,"ICRISATSOSORGHUM","ICRISAT-MISN-168","GSS 106","","Dagadi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1989","02/16/1989","IND","Maharashtra","Kumbari; Sholapur",17.1,75.099998,450,"Sorghum","bicolor","(L.) Moench","bicolor",6764,TRUE,"TRAIN"
37250,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 73","","Maldandi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/26/1993","IND","Karnataka","Horti; Bijapur",17.120001,75.779999,520,"Sorghum","bicolor","(L.) Moench","bicolor",6772,TRUE,"TRAIN"
17892,"ICRISATSOSORGHUM","ICRISAT-MISN-022","KEP 224","","",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/02/1977","01/16/1977","IND","Andhra Pradesh","Koyyalagudem; West Godavari",17.120001,81.290001,0,"Sorghum","bicolor","(L.) Moench","bicolor",6774,TRUE,"TRAIN"
40203,"ICRISATSOSORGHUM","ICRISAT-MISN-211","GM 27","","Allina jola",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1994","02/10/1994","IND","Karnataka","Kajapur; Bijapur",17.17,76,0,"Sorghum","bicolor","(L.) Moench","bicolor",6783,TRUE,"TRAIN"
37212,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 33","","Maldandi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/25/1993","IND","Karnataka","Partabad; Gulburga",17.18,76.790001,370,"Sorghum","bicolor","(L.) Moench","bicolor",6788,TRUE,"TRAIN"
36349,"ICRISATSOSORGHUM","ICRISAT-MISN-144","RAP 230","","Rekkegundu jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","12/08/1987","11/02/1987","IND","Karnataka","Malkhed; Gulburga",17.190001,77.150002,390,"Sorghum","bicolor","(L.) Moench","bicolor",6794,TRUE,"TRAIN"
26971,"ICRISATSOSORGHUM","ICRISAT-MISN-086","","","Afzalpur local",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","12/28/1981","12/16/1981","IND","Karnataka","Afzalpur",17.200001,76.349998,0,"Sorghum","bicolor","(L.) Moench","bicolor",6796,TRUE,"TRAIN"
21978,"ICRISATSOSORGHUM","ICRISAT-MISN-072","ABM 1","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/21/1980","10/07/1980","IND","Andhra Pradesh","Mudalireddypalli; Mahaboobnagar",17.23,77.989998,580,"Sorghum","bicolor","(L.) Moench","bicolor",6800,TRUE,"TRAIN"
17676,"ICRISATSOSORGHUM","ICRISAT-MISN-010","KEP 17","","",3559,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/28/1975","09/30/1975","IND","Andhra Pradesh","Katumpalli; Khammam",17.24,80.139999,107,"Sorghum","bicolor","(L.) Moench","bicolor",6834,TRUE,"TRAIN"
36439,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","SSG selection","",3560,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0439","IND","09/10/1984","","IND","Andhra Pradesh","Rajendranagar; Hyderabad",17.24,78.190002,550,"Sorghum","bicolor","(L.) Moench","bicolor",6851,TRUE,"TRAIN"
40926,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 268","","Jondla",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","02/03/1996","IND","Maharashtra","Junoni; Sholapur",17.25,74.989998,670,"Sorghum","bicolor","(L.) Moench","bicolor",6862,TRUE,"TRAIN"
5182,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Yerra jonna",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Khammam",17.25,80.150002,107,"Sorghum","bicolor","(L.) Moench","bicolor",6863,TRUE,"TRAIN"
17891,"ICRISATSOSORGHUM","ICRISAT-MISN-022","KEP 223","","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/02/1977","01/16/1977","IND","Andhra Pradesh","Polavaram; West Godavari",17.25,81.639999,0,"Sorghum","bicolor","(L.) Moench","bicolor",6868,TRUE,"TRAIN"
40927,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 269","","Maldandi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","02/03/1996","IND","Maharashtra","Hatid; Sholapur",17.280001,75.050003,580,"Sorghum","bicolor","(L.) Moench","bicolor",6869,TRUE,"TRAIN"
1064,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","G 10-7; PI 248274","",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Maharashtra","Karad",17.280001,74.199997,565,"Sorghum","bicolor","(L.) Moench","bicolor",6870,TRUE,"TRAIN"
36362,"ICRISATSOSORGHUM","ICRISAT-MISN-173","RV 66","","Argadi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","10/11/1989","09/30/1989","IND","Maharashtra","Kadegaon; Satara",17.299999,74.349998,635,"Sorghum","bicolor","(L.) Moench","bicolor",6913,TRUE,"TRAIN"
22173,"ICRISATSOSORGHUM","ICRISAT-MISN-073","PG 166","","Mungari jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","01/11/1980","10/30/1980","IND","Karnataka","Bondada; Gulburga",17.33,76.830002,310,"Sorghum","bicolor","(L.) Moench","bicolor",6914,TRUE,"TRAIN"
40790,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 132","","Maldandi",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","01/29/1996","IND","Maharashtra","Shindewadi; Beed",17.33,75.230003,440,"Sorghum","bicolor","(L.) Moench","bicolor",6994,TRUE,"TRAIN"
5195,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","","Kinda jonna",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Andhra Pradesh","Palvancha",17.34,80.410004,0,"Sorghum","bicolor","(L.) Moench","bicolor",6997,TRUE,"TRAIN"
33769,"ICRISATSOSORGHUM","ICRISAT-MISN-168","GSS 83","","Jheepri maldandi",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1989","02/16/1989","IND","Maharashtra","Bhanpuri; Sholapur",17.35,74.860001,420,"Sorghum","bicolor","(L.) Moench","bicolor",6998,TRUE,"TRAIN"
33861,"ICRISATSOSORGHUM","ICRISAT-MISN-168","GSS 217","","",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1989","02/19/1989","IND","Maharashtra","Vatambra; Sholapur",17.370001,75.089996,470,"Sorghum","bicolor","(L.) Moench","bicolor",6999,TRUE,"TRAIN"
37203,"ICRISATSOSORGHUM","ICRISAT-MISN-206","MG 23","","Basawanna butta",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","03/07/1993","02/24/1993","IND","Karnataka","Sulahpet; Gulburga",17.4,77.349998,510,"Sorghum","bicolor","(L.) Moench","bicolor",7004,TRUE,"TRAIN"
33800,"ICRISATSOSORGHUM","ICRISAT-MISN-168","GSS 128","","Lal jowar",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1989","02/17/1989","IND","Maharashtra","Leyda chinchola; Sholapur",17.42,75.300003,450,"Sorghum","bicolor","(L.) Moench","bicolor",7006,TRUE,"TRAIN"
36090,"ICRISATSOSORGHUM","ICRISAT-MISN-182","RS 140","","Patcha jonna",3565,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/27/1990","09/14/1990","IND","Andhra Pradesh","Gudur; Warangal",17.48,78.809998,220,"Sorghum","bicolor","(L.) Moench","bicolor",7009,TRUE,"TRAIN"
1098,"ICRISATSOSORGHUM","ICRISAT-MISN-N/A","","PI 248307","Malwa",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-0834","IND","05/10/1974","","IND","Maharashtra","",17.48,75.389999,0,"Sorghum","bicolor","(L.) Moench","bicolor",7010,TRUE,"TRAIN"
36091,"ICRISATSOSORGHUM","ICRISAT-MISN-182","RS 148","","Patcha jonna",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","09/27/1990","09/14/1990","IND","Andhra Pradesh","Tondra; Tirumalagiri; Nalgonda",17.5,79.43,290,"Sorghum","bicolor","(L.) Moench","bicolor",7017,TRUE,"TRAIN"
40186,"ICRISATSOSORGHUM","ICRISAT-MISN-211","GM 10","","Allina jola",3561,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1994","02/09/1994","IND","Karnataka","Yeligiri; Bijapur",17.5,76.5,0,"Sorghum","bicolor","(L.) Moench","bicolor",7018,TRUE,"TRAIN"
40924,"ICRISATSOSORGHUM","ICRISAT-MISN-216","GV 266","","Motichur",3568,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/06/1996","02/03/1996","IND","Maharashtra","Virnal; Sangli",17.51,74.57,630,"Sorghum","bicolor","(L.) Moench","bicolor",7033,TRUE,"TRAIN"
33804,"ICRISATSOSORGHUM","ICRISAT-MISN-168","GSS 134","","Holi jola",3567,NA,"Traditional cultivar/Landrace","ICRISAT-COOP-N/A","N/A","02/22/1989","02/17/1989","IND","Maharashtra","Akalkot; Sholapur",17.52,76.199997,460,"Sorghum","bicolor","(L.) Moench","bicolor",7035,TRUE,"TRAIN"
