idrow,idcell,x,y,P1,P2,P3,P4,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19
3832,3832,-75.66666094,1.6666695,218.25,94.8125,87.25,367.5,166.3125,108.25,215.4375,221.3125,221.875,212.4375,2471.5,292.4375,105.75,28.875,850.4375,364.25,424.8125,773.5
3833,3833,-74.99999417,1.6666695,255,97.75,81.75,589.625,200,118.75,251.75,260.75,260.9375,245.75,2805.875,340.9375,93.8125,34.0625,985.5,345.5625,421.875,846.8125
3834,3834,-74.33332739,1.6666695,257.0625,99.5625,80.1875,642.1875,198.375,123.5625,254.5625,262.5,263.9375,247.0625,2503.25,303.75,67.375,37.3125,884.875,273.1875,352.9375,791.5
3835,3835,-73.66666061,1.6666695,262.625,96,76.0625,735.6875,202.6875,125.4375,255.6875,268.4375,271.375,251.625,2361.625,296,43.0625,43.4375,866.5625,217,263.125,830.9375
3836,3836,-72.99999383,1.6666695,267.75,92.875,72.75,889.6875,207.625,126.875,260.5,275.0625,279.375,255.1875,2416.0625,312.125,36.625,45.4375,907.875,220.5625,237.1875,883.6875
3837,3837,-72.33332706,1.6666695,271.0625,90.9375,71.375,939.9375,212.5,126.6875,263.75,280.3125,283.8125,258.375,2561.1875,340.375,41.25,44.5625,970.6875,254.1875,259.75,950.5625
3838,3838,-71.66666028,1.6666695,267.0625,90.375,72.875,856.125,211.4375,123.125,259.75,274.25,278.625,255.5,2752.375,363.5,54.625,42.25,1034.8125,296.9375,302.25,1007.875
3839,3839,-70.9999935,1.6666695,263.3125,90.875,75.9375,734.625,210.125,118.875,256.0625,268.5,272.875,253,2951.375,380.1875,75.6875,38.625,1085.0625,355.1875,362.875,1046.5625
3840,3840,-70.33332672,1.6666695,260.375,92.25,79.3125,615.875,208.5,115.625,253.375,264.3125,268.0625,251.8125,3164.9375,395,103.875,34.3125,1130.0625,430.9375,440.125,1074.8125
3841,3841,-69.66665994,1.6666695,257.6875,94.9375,82.625,540.4375,205.625,114.3125,250.75,260.8125,263.9375,249.6875,3302.6875,396.375,139.5625,30.3125,1153.6875,507.6875,523.4375,1069.0625
3842,3842,-68.99999317,1.6666695,259.25,99.375,85.3125,494.5,205.4375,115.6875,253.1875,262,264.5,251.8125,3309.3125,410.9375,168.1875,27.6875,1140.25,558.1875,582.1875,1026.6875
3843,3843,-68.33332639,1.6666695,260.875,106.5625,88.1875,450.8125,204,120.125,256,263.375,265.1875,254.3125,3548.5625,424.3125,193.6875,26,1205.6875,632.5625,666.875,1126.3125
3844,3844,-67.66665961,1.6666695,262.375,116.375,90.375,417.75,200.875,128.0625,256.8125,264.375,265.875,256.0625,3565.6875,427.3125,203.375,24.4375,1199.875,658.5625,702.0625,1194.4375
3845,3845,-66.99999283,1.6666695,264.3125,121.3125,91.375,390.5625,200.5625,132.125,259.4375,266.375,267.6875,258.4375,3335.3125,397.1875,190,24.0625,1124.0625,612.5625,669.625,1116.5625
3846,3846,-66.33332606,1.6666695,267.375,113.125,90.875,396.625,207.5,123.8125,261.4375,270.4375,271.0625,261.4375,3107.25,393.25,156.5,26.9375,1082.5,542.6875,549.125,1067.3125
3847,3847,-65.66665928,1.6666695,251.5625,107.0625,90.8125,375.6875,194.625,117.25,246,254.0625,254.875,245.875,2866.25,389.625,143.9375,29.25,1021,493.9375,528.625,942.4375
3848,3848,-64.9999925,1.6666695,249.0625,104.125,91.0625,354.6875,193.3125,113.875,243.5625,251,251.9375,243.5625,2541.3125,363.1875,123.75,31.25,926.0625,423.625,502.875,820.75
3849,3849,-64.33332572,1.6666695,243.3125,103.125,91,349.625,187.6875,112.8125,237.875,244.875,246,237.75,2313.0625,335.875,100.5,35.5,879.125,343.125,458.75,781.5
3850,3850,-63.66665894,1.6666695,263.3125,102.625,90.75,365.25,207.375,112.875,257.875,265.25,266.1875,257.5625,1965.9375,303.625,49.75,48.5,828.25,204.1875,384,738
3851,3851,-62.99999217,1.6666695,264.75,102.5,89.75,389,207.9375,113.75,258.9375,266.75,267.9375,258.625,1835.9375,294,52.25,51.75,807.4375,196.8125,311.5625,717.8125
3852,3852,-62.33332539,1.6666695,266.625,101.9375,88.125,423.5625,209.375,114.8125,260.375,268.6875,270.4375,260,1802.0625,297.75,56.5625,56.125,829.75,195.1875,267.4375,745
3853,3853,-61.66665861,1.6666695,268.625,100.9375,86.8125,467.125,210.75,115.5625,262.0625,270.9375,272.8125,261.3125,1810.25,321,52.9375,62.8125,883,177.25,231.125,803.4375
3854,3854,-60.99999183,1.6666695,272.875,98.875,84.75,515.6875,214.75,115.9375,265.4375,275.0625,277.875,264.5,1784.8125,341.8125,44.8125,70.6875,926.5,147.3125,200.25,850.625
3855,3855,-60.33332506,1.6666695,267.0625,97.125,84.8125,535.5625,210.6875,113.875,259.6875,268.625,273.0625,259.375,1833.0625,359.1875,44.5625,72.3125,977.3125,142.625,227.3125,887.375
3856,3856,-59.66665828,1.6666695,262.0625,95.75,83.25,548.125,207.125,114.375,254.875,262.9375,269.0625,254.8125,1828,341.5,58.125,67.25,937.875,179.6875,239.375,891.75
3857,3857,-58.9999915,1.6666695,262.5625,95.5,81.125,571.0625,208.8125,117,256.625,269.4375,270.75,256,1850.8125,329.1875,59.9375,63.25,900.0625,192.375,203.5625,890.625
3858,3858,-58.33332472,1.6666695,260.75,96.8125,79.625,609.0625,207.5625,120.875,255.8125,269.5625,269.8125,254.75,1948.125,354.25,54.1875,61.125,933.875,194.25,194.4375,893.5
3859,3859,-57.66665794,1.6666695,263.875,98.8125,78.75,643.6875,210.75,124.875,258.9375,273.6875,273.6875,258.1875,2014.9375,381.875,51.125,60.5,962.5,191.8125,191.8125,589.8125
3860,3860,-56.99999117,1.6666695,264.75,102,77.4375,678.875,210.5625,130.75,259.75,274.9375,274.9375,258.4375,2055.6875,406.875,49.875,61.6875,980.3125,190.8125,190.8125,490.25
3861,3861,-56.33332439,1.6666695,260.3125,105.0625,76.875,702.75,204.9375,135.9375,255.3125,270.5625,270.5625,253.125,2031.375,412.375,49.6875,62.375,960.6875,182.625,182.625,495.0625
3862,3862,-55.66665761,1.6666695,257.4375,102.4375,77.6875,664.875,203.6875,131,252.625,266.6875,266.6875,250.1875,1925.4375,395.0625,43.8125,62.6875,894.1875,151.6875,151.6875,487.375
3863,3863,-54.99999083,1.6666695,252.875,98.375,78.6875,621.875,201.625,124.1875,248.4375,261.5625,261.5625,245.6875,1988.8125,398.0625,33.5,62.75,924.125,128.375,141.0625,544.5
3864,3864,-54.33332406,1.6666695,253.3125,95.5625,78.625,589.9375,202.625,120.9375,249.1875,261.3125,261.3125,245.8125,2108.625,381,41.3125,57.375,933.5625,137.6875,154.375,645.375
3865,3865,-53.66665728,1.6666695,252.25,93.4375,77.5625,572.3125,201.125,119.75,248.3125,259.625,259.625,245.0625,2256.0625,366,51.75,51.125,943.75,174.5625,216.875,724.9375
3866,3866,-52.9999905,1.6666695,252.3125,91.6875,76.375,562.6875,200.6875,119.125,248.5,259.25,259.375,244.8125,2389.1875,354.8125,61.6875,47.5625,962.875,207,272.25,791.5625
3867,3867,-52.33332372,1.6666695,257,89.375,75.75,571.3125,206,117.125,253.5,263.8125,264.25,249.1875,2504.25,349.875,64.4375,47.9375,1000.25,213.75,274.625,869.25
3868,3868,-51.66665694,1.6666695,258.125,86.125,75.5,577.125,209.125,113.375,254.4375,265,265.5,250.3125,2659.6875,372.75,51.4375,53.6875,1082.8125,181.0625,228.25,993.375
3869,3869,-50.99999017,1.6666695,264.25,82.4375,75.625,578.3125,218.25,108.25,258.875,271.5,271.5625,256.625,2841.9375,416.9375,29.8125,63.9375,1203.75,124.125,146.375,1170.125
3870,3870,-50.33332339,1.6666695,267,79.2307663,76.2307663,584.9230957,224,103.2307663,262.384613,274.615387,274.6923218,259.1538391,3046.153809,461.9230652,17.46153831,69.61538696,1355,93.07691956,103,1307.769287
3915,3915,-80.33332839,1.0000029,248,58,76,566,213,76,253,242,255,242,1391,227,30,63,653,130,608,141
3916,3916,-79.66666161,1.0000029,251,69.2857132,80.57142639,451.2857056,209.5714264,85.42857361,254,245.5714264,256.8571472,245.5714264,1233.571411,234.1428528,31.5714283,70.14286041,618.2857056,107.4285736,464.1428528,115
3917,3917,-78.99999483,1.0000029,254.615387,83.30769348,86.30769348,358.384613,208.2307739,95.92308044,258.7692261,251.3076935,259.5384521,250.9230804,2620.538574,327.9230652,102.7692337,34.61538315,928.4615479,399.6923218,918.2307739,500
3918,3918,-78.33332806,1.0000029,204.5625,90.375,89.4375,246.625,154.5,100.5,205.75,203.0625,207.5625,201.1875,2844.875,331,123.1875,31.875,918.125,450.3125,886.75,719.375
3919,3919,-77.66666128,1.0000029,118.625,92.875,88.5625,331.4375,66.4375,104.375,118.9375,115.4375,121.5625,113.4375,1380,175.625,52.75,33.4375,476.4375,189.5,426.8125,308.1875
3920,3920,-76.9999945,1.0000029,156,94.625,89.25,363.25,103.75,105.4375,153.625,156.5625,159.1875,150.375,2523.6875,311,145.5625,25.125,851.8125,463.5,605.125,760.875
3921,3921,-76.33332772,1.0000029,242.3125,95.4375,87.125,417.3125,188.9375,108.9375,237.9375,246.0625,246.6875,236.1875,3913.3125,442.1875,216.6875,23.0625,1276.1875,697.5625,792.125,1207.25
3922,3922,-75.66666094,1.0000029,255.3125,91.3125,81.3125,592.9375,202.9375,111.5,251.3125,261.375,261.5,246.625,3422.125,396.3125,132.0625,29.8125,1153.75,495.375,546.875,1048.5
3923,3923,-74.99999417,1.0000029,256.8125,91.625,79.875,647.125,203.9375,114.0625,253,262.9375,262.9375,246.75,2824.0625,336.5625,77.5625,35.4375,982.5,335.1875,356.9375,914.25
3924,3924,-74.33332739,1.0000029,259,92.5625,78.1875,696.75,203.3125,117.625,256.3125,265.1875,265.9375,248.125,2645.0625,320.9375,63.9375,38.4375,930.8125,282.1875,371.0625,874.0625
3925,3925,-73.66666061,1.0000029,262.5,92.0625,76.375,748.5,204.875,120,256.5,268.6875,270.625,251.0625,2541.3125,317.8125,53.625,40.4375,899.6875,255.875,318.875,867
3926,3926,-72.99999383,1.0000029,262.8125,90.5625,75,792.5625,205,119.875,255.6875,269.1875,272.0625,251.125,2575.0625,327.625,51,41.125,929.375,262.5,301.3125,898
3927,3927,-72.33332706,1.0000029,266.8125,89.5625,74.3125,800.6875,209.9375,119.9375,260,273.25,276.75,255.25,2669.5625,336.8125,58.25,39.1875,961.8125,300.375,325.5625,925.625
3928,3928,-71.66666028,1.0000029,264.5625,89.375,75.4375,735.625,209.75,117.875,257.875,270.1875,273.5,253.8125,2830.8125,349.5625,76.625,35.875,1006.8125,357.5,377.0625,963.25
3929,3929,-70.9999935,1.0000029,260.25,89.8125,78.25,633.625,207.375,114,253.5,264.25,267.4375,250.9375,3036.625,366.375,105.9375,31.6875,1056.0625,435.25,452.1875,1002.8125
3930,3930,-70.33332672,1.0000029,257.125,90.9375,82.125,523.5,206.125,110.0625,250.8125,259.875,262.625,249.5,3286.25,389.375,143.6875,27.5,1106.125,536.5625,550.25,1040.0625
3931,3931,-69.66665994,1.0000029,255.5625,92.625,85.1875,468.75,204.5,107.9375,249.0625,257.9375,259.9375,248.3125,3450.25,394.75,189.125,24.0625,1138.75,633.625,662.125,1042.0625
3932,3932,-68.99999317,1.0000029,256.9375,95.9375,87.6875,443.3125,204.625,108.6875,252.25,259.4375,260.5,249.9375,3411.9375,409.4375,208.3125,22.1875,1122.125,670.875,709.5,986.25
3933,3933,-68.33332639,1.0000029,260.5625,100.3125,88.9375,425.9375,206.125,112.1875,257.4375,263,263.875,253.875,3509.5625,405.3125,227,21.125,1153.4375,708.875,743.6875,1016.5
3934,3934,-67.66665961,1.0000029,265.0625,103.5625,89.875,408.1875,209.0625,114.75,260.4375,267.125,268.25,258.6875,3393.25,390.875,212.3125,20.3125,1101.8125,696.75,717.625,1003.1875
3935,3935,-66.99999283,1.0000029,269.75,102.8125,89.5,390.6875,213.9375,114.1875,265.375,270.5,273.25,263.4375,3189.0625,366.125,183.8125,20,993.125,659.0625,738.0625,895
3936,3936,-66.33332606,1.0000029,256.0625,102.8125,90.125,377.5625,200.9375,113.5625,250.4375,258.6875,259.3125,250.0625,3185.4375,365.625,197.8125,20.125,1039.5,644.25,674.5625,961.1875
3937,3937,-65.66665928,1.0000029,240.5,102.5,90.8125,361.75,185.5625,112.375,234.875,242.4375,243.4375,234.875,2979.1875,379.75,173.4375,24.875,1023.875,565.5,605.9375,985.0625
3938,3938,-64.9999925,1.0000029,253.1875,101.375,90.6875,356.625,198.625,110.9375,247.8125,255.3125,256.1875,247.8125,2669.25,363.75,141.1875,29.4375,966.625,464.625,529.6875,941.125
3939,3939,-64.33332572,1.0000029,264.5625,100.875,90.5,349.75,209.4375,110.6875,259.1875,266.6875,267.3125,259.1875,2430.9375,350.9375,107.5,36.6875,948.5,358.4375,456.9375,924.6875
3940,3940,-63.66665894,1.0000029,258.6875,101.1875,90.375,355.0625,203.4375,111.375,253.5625,261.1875,261.75,253.5,2235.8125,337.875,82.4375,42.875,918.25,284.8125,420.9375,910.5
3941,3941,-62.99999217,1.0000029,265.3125,100.875,90,362.0625,209.5,111.625,259.8125,267.3125,268.375,259.8125,1947.25,304.25,73.3125,46.1875,822.0625,244.6875,333.375,786.375
3942,3942,-62.33332539,1.0000029,267.25,100.3125,89.375,391.1875,211.125,111.875,261.4375,269.25,271.0625,261.375,1887.625,301.125,71.75,49.0625,816.4375,235.625,298.125,771.125
3943,3943,-61.66665861,1.0000029,272.6875,99.0625,87.75,417.75,216.125,112.3125,266.5,274.6875,276.75,266.125,1905.5625,315.9375,65.375,55.1875,871.3125,211,292.25,824.6875
3944,3944,-60.99999183,1.0000029,273.3125,97.625,86.3125,453.5,216.75,112.375,266.5,274.875,277.875,266.375,1904.625,344.0625,55.4375,62.0625,930.5625,182.1875,298.4375,884.3125
3945,3945,-60.33332506,1.0000029,271.4375,96.3125,85.625,478.625,216,111.6875,264.875,272.1875,277.0625,264.8125,1947,354.75,56,62.5,964.4375,188.375,317.6875,932.25
3946,3946,-59.66665828,1.0000029,268.25,95.6875,83.3125,505.3125,213.75,114.25,262.25,271.5625,274.9375,261.9375,1915.625,317.75,70.3125,55.5,882.8125,235.875,271.375,864.125
3947,3947,-58.9999915,1.0000029,258.6875,96,81.625,541.4375,205,116.875,253.6875,266.0625,266.375,252.625,2082.6875,371.375,68.75,59.875,991.1875,225,226.8125,877.125
3948,3948,-58.33332472,1.0000029,258,97,80.5,579.8125,205.1875,119.8125,253,266.8125,266.8125,252.5625,2131.5625,375.0625,67.8125,57.9375,1001.125,224.4375,224.4375,870.1875
3949,3949,-57.66665794,1.0000029,258.6875,98.6875,79.125,624.3125,205.5625,123.9375,253.5,268,268,253,2177.25,389.5,68.375,56.3125,1001.625,230.5625,230.5625,544.9375
3950,3950,-56.99999117,1.0000029,265.6875,100.8125,78.4375,657.6875,212.25,127.8125,260.5,275.125,275.125,259.3125,2152.5625,394.25,66.25,56.375,979.8125,223.5,223.5,548.25
3951,3951,-56.33332439,1.0000029,260.125,102.4375,77.8125,677.1875,206.3125,130.75,254.9375,269.8125,269.8125,253.0625,2135.3125,400.1875,63.1875,57.0625,969.875,211.9375,211.9375,565.3125
3952,3952,-55.66665761,1.0000029,257.5625,101.25,78.1875,670.625,204.75,128.625,252.375,266.75,266.75,250.375,2054.6875,389.625,53.75,58.375,938.3125,178.375,178.375,573.5625
3953,3953,-54.99999083,1.0000029,253.4375,98.125,78.75,644.125,202.1875,123.75,248.1875,262.125,262.125,245.9375,2038.9375,377.8125,41.9375,59.0625,921.4375,146.9375,177.9375,618.625
3954,3954,-54.33332406,1.0000029,252.3125,95.1875,79.0625,622,202.5625,119.5625,247.375,260.6875,260.6875,244.8125,2120.9375,366.9375,40.9375,56.0625,920.0625,149.3125,202.4375,683.5625
3955,3955,-53.66665728,1.0000029,251.4375,92.8125,79.125,600.125,202.1875,116.5625,246.625,258.75,259.125,243.6875,2272.9375,360.25,52.5625,50.5,938.375,184.4375,253.375,745
3956,3956,-52.9999905,1.0000029,254.125,90.1875,78.5625,595.5,205.5,114.0625,249.5,261.3125,262,246.375,2391.8125,344.125,64.8125,46.5,953.5,217.125,286.75,801.25
3957,3957,-52.33332372,1.0000029,259.4375,86.9375,78.375,588.625,212.6875,110.375,255.3125,266.9375,267.125,252.0625,2454.5,331.875,73.25,44.6875,969.625,239.8125,312,844.5625
3958,3958,-51.66665694,1.0000029,260.625,83.3125,78.25,593.375,215.5625,105.9375,256.1875,267.8125,268.125,252.6875,2409.4375,336,55.5625,49.75,964.5,188.9375,259.875,872.375
3959,3959,-50.99999017,1.0000029,266.9375,79.25,77.8125,593.5625,224.625,101.1875,260.8125,274.375,274.4375,259.125,2291,350.6875,23.9375,63.375,994.4375,97.3125,131.4375,928.8125
3960,3960,-50.33332339,1.0000029,268.7333374,76.53333282,77.40000153,604.5333252,228.3333282,98.26667023,261.9333191,276.5333252,276.5333252,260.7999878,2593.800049,409.7999878,14.39999962,70,1180.199951,73.73332977,82.59999847,1120.199951
3988,3988,-91.66666361,0.3333363,237,70,61,1362,187,113,253,227,255,220,938,123,57,27,329,176,296,209
4005,4005,-80.33332839,0.3333363,253,66,75,665.5,212.5,87.5,259.5,245.5,261,245,1338.5,239,27,73.5,676.5,107,648.5,121.5
4006,4006,-79.66666161,0.3333363,246.5,75.875,78.0625,612.25,200.875,96.5625,252.375,240.125,254.375,239.625,2023.4375,376.8125,38.875,73.125,1021.5,144.4375,941.1875,156.5625
4007,4007,-78.99999483,0.3333363,221.8125,89.6875,83.75,434.4375,169.5,106.375,226.8125,218.1875,227.5,217,2634.4375,410.5,68,55.5,1137.375,261.6875,1088.375,417.6875
4008,4008,-78.33332806,0.3333363,136,109,87.375,211.125,73.8125,124.375,137,133.5625,137.75,132.8125,1155.875,159.5,27.6875,42.6875,432.75,114.125,410.375,223.9375
4009,4009,-77.66666128,0.3333363,152.9375,103.125,88.625,341,95.1875,115.625,152.0625,152,155.625,147.3125,1765.8125,192.25,112.375,19.0625,532.75,354.125,413.9375,479.6875
4010,4010,-76.9999945,0.3333363,241.75,98.5625,88.375,365.3125,187.3125,111,237.875,243.5,246.1875,236.5,3207.375,337,202.875,17.125,984.4375,633.5625,760.6875,951.4375
4011,4011,-76.33332772,0.3333363,251.0625,94.8125,85.8125,495.0625,198.5625,109.9375,246.625,254.25,257,244.375,3615.375,384.0625,207.375,20.75,1125.5625,654.4375,849.8125,1048.625
4012,4012,-75.66666094,0.3333363,255.1875,92.375,84.0625,568.4375,202.375,109.375,247.9375,260,260.5,246.25,3076.125,356.4375,147.875,26.4375,1005.4375,483.8125,596.3125,966.875
4013,4013,-74.99999417,0.3333363,258.4375,89.9375,80.0625,677.125,204.75,111.6875,254.0625,264.3125,264.375,247.75,2788.875,329.3125,95,33.125,963.3125,360.75,436.3125,901.3125
4014,4014,-74.33332739,0.3333363,259.875,89.25,78.5,715.9375,204.8125,113,257.5625,265.875,266.5,248.75,2840.0625,346.125,77.8125,37.125,997.9375,324.6875,432.875,933.25
4015,4015,-73.66666061,0.3333363,262.4375,89.25,77.5625,730.0625,206.1875,114.375,257.9375,268.25,269.375,251.25,2748,343,69.5625,37.5,950.3125,309.9375,393.1875,910.75
4016,4016,-72.99999383,0.3333363,261.75,88.5625,76.875,734.5625,205.3125,114.5625,254.8125,267.25,268.625,250.5,2751.125,349.1875,68.1875,36.6875,954.5,319.8125,379.625,911.3125
4017,4017,-72.33332706,0.3333363,266.875,88.3125,76.25,713.8125,210.75,115,260.125,271.8125,273.875,255.9375,2791,352.0625,76.75,33.9375,955.3125,357,403,900
4018,4018,-71.66666028,0.3333363,264.3125,88.25,77.8125,653.625,209.9375,112.75,257.875,268.5,270.8125,254.4375,2891.375,351.0625,101.5,29.4375,967.5625,421.25,460.8125,903.0625
4019,4019,-70.9999935,0.3333363,258.4375,88.8125,80.375,565.3125,205.875,109.8125,253,261.75,263.8125,249.6875,3036.625,350.375,140.625,24.5625,991.1875,510.6875,557,915.5625
4020,4020,-70.33332672,0.3333363,256.6875,89.375,83.8125,489.3125,205.4375,105.9375,252.25,258.9375,260.625,248.75,3184.75,352.875,188.875,20.9375,1025.1875,616.75,654.1875,928.8125
4021,4021,-69.66665994,0.3333363,255.375,90.0625,86.9375,444.4375,204.75,103.125,250.8125,257.9375,258.3125,248,3394.4375,372,219.9375,19.6875,1081.25,684.6875,740.8125,972.625
4022,4022,-68.99999317,0.3333363,255.875,92,87.6875,428.5625,204.375,104.3125,252.25,259,259,248.625,3509.1875,391.375,227.8125,19,1116.9375,708.5625,722.9375,979.625
4023,4023,-68.33332639,0.3333363,259.6875,94.8125,87.5,417.5,207,107.5,256.6875,262.75,262.75,253,3518.75,391,231.125,18.3125,1120.75,707.3125,728.5625,948.1875
4024,4024,-67.66665961,0.3333363,264.0625,93.5,87.5625,426.25,211.6875,105.9375,261,266.375,267,257.25,3107.625,349,197.625,18.5625,986.3125,618.4375,690.375,833.9375
4025,4025,-66.99999283,0.3333363,267.1875,91.9375,88.1875,425.75,215.9375,103.75,262.125,269.1875,270.25,260.3125,2964.4375,356.3125,174.5,20.25,939.5625,571.0625,698.3125,819.9375
4026,4026,-66.33332606,0.3333363,265.625,94.1875,88.875,404.875,213.6875,105.3125,259.6875,268.1875,268.8125,259.25,3012.3125,360.75,171.1875,20.875,980.25,585.625,675.6875,913.5625
4027,4027,-65.66665928,0.3333363,250.375,97.1875,89.6875,366.8125,197.4375,107.5625,244.6875,252.4375,253.3125,244.6875,2882,356.375,178.625,22.125,959.0625,573.875,606.9375,959.0625
4028,4028,-64.9999925,0.3333363,267.75,97.9375,90.0625,354.3125,214,107.9375,262.125,269.9375,270.4375,262.125,2651.5,346,161.25,26.0625,930.5,506.875,537.75,930.5
4029,4029,-64.33332572,0.3333363,268.9375,98.75,90.1875,344.1875,214.6875,108.625,263.25,271,271.8125,263.25,2679.8125,373.375,135.0625,33.5,1024.8125,446.0625,520.6875,1024.8125
4030,4030,-63.66665894,0.3333363,269.5625,99.25,90.0625,339.5625,215.125,109.3125,264.25,271.9375,272.5,264.25,2473.4375,361.5,109.25,38.5,990,369.3125,458.0625,990
4031,4031,-62.99999217,0.3333363,270.5625,99.3125,90,341,215.625,109.75,265.0625,272.6875,273.5625,265,2159.625,324.375,96.75,39.625,856.3125,319.25,379.6875,855.8125
4032,4032,-62.33332539,0.3333363,271.125,98.625,89.4375,348.875,216.375,109.5625,266.375,273.125,274.5625,265.875,2172.5,329.125,96.9375,40.4375,857.75,314.6875,390,851.9375
4033,4033,-61.66665861,0.3333363,272.0625,97.5,88.5625,377.125,217.375,109.5,266.8125,273.8125,276.0625,266.6875,2115.5625,330.75,88.625,44.6875,870.25,278.25,392.4375,868.625
4034,4034,-60.99999183,0.3333363,273.125,96.0625,87.4375,396.0625,218.5625,109.5,267.5625,274.1875,277.75,267.5625,1886.8125,312.9375,72.8125,52.0625,838.1875,225.8125,329.625,838.1875
