idrow,idcell,x,y,P1,P2,P3,P4,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19
2665,2665,-73.66666061,10.3333353,215.625,111,81.5625,530.0625,146.5,135.375,213.3125,211.8125,220.6875,207.5625,1802.8125,305.8125,24.0625,59.9375,744.9375,106.9375,407.0625,307.5625
2666,2666,-72.99999383,10.3333353,202.4375,108.25,81.1875,585.25,134.625,132.5625,201.75,196.375,207.8125,193.625,1692.125,283.5625,28.6875,59.25,705.3125,124.375,353.25,243.5625
2667,2667,-72.33332706,10.3333353,269.9375,98.5,79.75,591.5625,205.1875,122.75,273,261.5625,275.75,261.0625,1222.625,174.8125,17.5,56.625,476,67.875,387,77.9375
2668,2668,-71.66666028,10.3333353,281.375,85.25,77.5,647,224.5,109.25,285.5,272.125,287.375,271.375,657.625,120.625,4.625,69.75,299.75,18.375,218.125,25.875
2669,2669,-70.9999935,10.3333353,260.4375,84.5625,81.375,469.75,205.625,103.3125,262.375,255.5,264.25,253.125,1174.0625,172.1875,15.25,56.3125,483,65.6875,339.9375,143.8125
2670,2670,-70.33332672,10.3333353,234.875,95.1875,80.75,577,171.75,117.125,236.125,228.5,239.5625,226.1875,884.5625,161.3125,12.8125,63.4375,416.25,58.9375,268.3125,134.375
2671,2671,-69.66665994,10.3333353,234.375,100.9375,80.9375,575.1875,169.375,123.875,236.9375,227.0625,239.875,225.625,601.375,99.625,10.625,55.4375,250.375,39.0625,199.5625,73.0625
2672,2672,-68.99999317,10.3333353,242.5,105.9375,80.8125,485.4375,174.625,130.375,242.0625,237.625,246.875,235.4375,1068.5,161,14.9375,54.6875,444.625,62.8125,258.4375,129.75
2673,2673,-68.33332639,10.3333353,243.9285736,103.2142868,79.85713959,487.5,177.5,128.7857208,243.2142792,240.7857208,248.8571472,237.1428528,1213.785767,174.2857208,19.6428566,52,485.9285583,87.7857132,268.4285583,154.4285736
2674,2674,-67.66665961,10.3333353,238.0833282,113.0833359,77.75,627.833313,163.1666718,144.5,237.8333282,232.5833282,245.8333282,229.6666718,1061.666626,171.6666718,13.33333302,64.16666412,472,51,221.25,74.5
2675,2675,-66.99999283,10.3333353,223.4615326,105.9230804,77.61538696,762.2307739,151.5384674,135.2307739,225.3076935,215.6923065,230.615387,211.615387,1092.230713,188.9230804,17.61538506,62.30769348,504.7692261,70.2307663,321.384613,124.4615402
2676,2676,-66.33332606,10.3333353,257.8461609,100,78.30769348,775.1538696,196.384613,126.8461533,258.0769348,254.8461609,265.4615479,246.5384674,1646.615356,254.615387,45.23077011,48.30769348,669.7692261,163.0769196,378.384613,340.8461609
2677,2677,-65.66665928,10.3333353,266.5,102.25,79.25,635.5,203.75,128.5,266.75,262.75,274,258.25,1064,156,16.5,54,407.5,71,235,155.25
2678,2678,-64.9999925,10.3333353,269,94,83,487,210,112,267,263,274,263,627,122,4,81,342,16,151,38
2679,2679,-64.33332572,10.3333353,236.8888855,87.22222137,79.8888855,570.111084,179.777771,108.5555573,238.6666718,230,242,228.1111145,1240.444458,213.1111145,17.55555534,65.1111145,573.444458,68.55555725,346.3333435,72.33333588
2680,2680,-63.66665894,10.3333353,234.1999969,90.8666687,79.59999847,660.7333374,174.8000031,113.3333359,237.4666595,229.1333313,240.0666656,224.0666656,1237.06665,185.8000031,31.26666641,49.79999924,504.8666687,112.5999985,327.0666809,189.2666626
2681,2681,-62.99999217,10.3333353,261.2000122,89.93333435,80.40000153,645.4666748,203.3333282,111.1333313,263.0666809,257.6666565,266.3333435,250.9333344,1618.533325,257.2000122,31.93333244,52.40000153,678.7333374,128.0666656,493.7999878,252.3333282
2682,2682,-62.33332539,10.3333353,264.3333435,80.66666412,79.33333588,607.333313,212,101.3333359,267.3333435,261,269.6666565,255,1487,214.6666718,27.66666603,51,598,115.6666641,549.333313,227.6666718
2683,2683,-61.66665861,10.3333353,260.5,85.66666412,79.33333588,630.666687,203.8333282,107.3333359,262.8333435,256.3333435,265.5,251,1687,230.6666718,46.33333206,47.66666794,670.166687,161.1666718,454.5,248.5
2684,2684,-60.99999183,10.3333353,259.8571472,84.2857132,78.7142868,634.7142944,203.7142792,106.5714264,261.2857056,256,265.1428528,250,2295.285645,294,75.57142639,42.2857132,820.1428833,242.2857208,496.4285583,448.8571472
2737,2737,-85.66666261,9.6666687,249,115,77,762,180.5,148.5,244.5,250,260,240.5,2104,409,4,86,1085,19,339,547
2738,2738,-84.99999583,9.6666687,259.3999939,109.5999985,76.19999695,787.2000122,193.8000031,142.8000031,254,261.7999878,270.7999878,250.3999939,2106.399902,400.3999939,3.400000095,83.19999695,1069,16,279.3999939,555.5999756
2739,2739,-84.33332906,9.6666687,231,105.8461533,79.38461304,685.7692261,169.3076935,132.8461609,227,231.615387,240.5384674,222.9230804,2650.538574,444.1538391,15.92307663,71.30769348,1200.076904,72.07691956,502,662.1538696
2740,2740,-83.66666228,9.6666687,175.9375,93.25,80.25,615.4375,119.25,115.125,175.375,175.125,183,167.4375,3295.625,456.375,94.875,44.9375,1227.125,324.125,805.1875,594.6875
2741,2741,-82.9999955,9.6666687,239.3333282,92.5,79,679.75,182.75,116.4166641,234.3333282,240.0833282,248.5833282,230.5833282,2809.5,352.1666565,119.5833359,31,920.083313,441.4166565,621.083313,762.25
2742,2742,-82.33332872,9.6666687,262,78,79,563,212,98,264,257,268,254,2541,310,144,25,753,514,575,749
2746,2746,-79.66666161,9.6666687,259,66.75,71.25,759.5,214.25,93,250.5,263.25,269.25,249.75,3139.25,480,45,51,1150.25,218.25,498,971.75
2747,2747,-78.99999483,9.6666687,256,72,75,598,210,95,250,255,264,249,2769,381,34,52,1054,183,438,691
2752,2752,-75.66666094,9.6666687,274.875,97.875,76.125,524.75,210.125,128,271.625,275.75,282,268.25,1339.625,223.125,12.875,63.5,554.375,48.125,254.5,389.375
2753,2753,-74.99999417,9.6666687,271.6875,111.8125,76.8125,487.9375,199.625,144.75,268.625,271.25,277.6875,264.9375,1170.75,171.3125,17.1875,53.875,458.3125,79.3125,280.3125,308.25
2754,2754,-74.33332739,9.6666687,276.375,113.5,79.625,489.6875,206.875,141.625,273.25,274.375,282.0625,269.5625,1424.6875,211.5625,17,53.875,570.1875,94.3125,333.125,367.4375
2755,2755,-73.66666061,9.6666687,281.125,110.5625,78.375,483.75,212.375,140,276.875,279.9375,286.0625,274.1875,1466.6875,243.5,19.6875,56.375,595.25,91.625,249.75,443.125
2756,2756,-72.99999383,9.6666687,234.5,108.5,80.75,506.1875,163.9375,133.5,234.1875,229.125,239.125,226.75,2246.3125,347.4375,37.875,52.8125,889,168.1875,600.8125,242.25
2757,2757,-72.33332706,9.6666687,281.6666565,102.4666672,80.26667023,529.0666504,214.0666656,126.8666687,284.6666565,274.3999939,286.3999939,273.3333435,1526.599976,223.3999939,22.26666641,54.73333359,579.9333496,79.40000153,501.1333313,115.7333298
2758,2758,-71.66666028,9.6666687,285,101,82,507,221,122,287,279,290,277,1353,197,28,47,486,102,376,177
2759,2759,-70.9999935,9.6666687,271.1666565,92.66666412,85.5,378.1666565,214.0833282,107.75,269.75,268.9166565,274.1666565,264.8333435,1242.333374,174.8333282,32.5,43.91666794,457.8333435,121,321.75,259.5833435
2760,2760,-70.33332672,9.6666687,221.125,100.5625,83.1875,440.125,156.5,120.3125,221.125,217.0625,224.875,214.1875,1053.8125,153.5,33.3125,45.125,405.375,118.625,289.6875,208.9375
2761,2761,-69.66665994,9.6666687,217.1875,102.5625,81.25,440.9375,151.0625,125.625,217.625,213.3125,221.3125,210.625,1138.375,186.125,20.375,54.8125,493.75,71.4375,287.8125,167.0625
2762,2762,-68.99999317,9.6666687,256,110.125,75.6875,564.375,187.5,144.75,250.6875,257.625,263.3125,249.25,1328.0625,234.3125,8.9375,71.5625,643.5625,33.0625,185.25,539.5
2763,2763,-68.33332639,9.6666687,255.8125,114.25,73.25,597.5625,181.4375,154.9375,250.5625,256.6875,264.375,250.125,1411.5625,239.6875,8.6875,72,689.9375,29.625,257.125,573.3125
2764,2764,-67.66665961,9.6666687,254.875,115.875,73.8125,729.75,178.125,156.125,249.8125,254.9375,266.1875,248.5,1237,221.1875,5,76.0625,616.625,22.9375,229.3125,352.25
2765,2765,-66.99999283,9.6666687,252.9375,112.4375,76.6875,674.125,178.75,145.875,250.4375,250.1875,262.5625,245.75,1186.4375,221.3125,5.3125,80.5625,626.5625,22.75,234.5,138.9375
2766,2766,-66.33332606,9.6666687,254.125,106.6875,80.9375,551.5625,188.625,131,252.0625,250.5,260.8125,247.25,1006.6875,180.3125,7.1875,77.75,516.125,30.25,190.9375,106.1875
2767,2767,-65.66665928,9.6666687,260,110.75,80.9375,557.1875,192.625,136.125,256.875,256.25,267.0625,254.125,915.5,167.0625,5.4375,75.9375,467.9375,27.9375,131.1875,107.5
2768,2768,-64.9999925,9.6666687,266,109.4375,82.0625,500.6875,198.5,132.5625,263.125,262.4375,272.125,260.8125,976.375,180.6875,6.9375,77.5625,500.625,31.0625,127.625,59.875
2769,2769,-64.33332572,9.6666687,249.75,102.4375,82.75,459.875,186,123.4375,249.375,244.4375,254.4375,243.4375,1003.75,176.625,10.125,70.6875,488.25,42.9375,185.5,64.5
2770,2770,-63.66665894,9.6666687,255.6875,102.25,79.9375,588.625,190.5625,127.0625,255.9375,252.6875,261.5625,246.75,1045.3125,177.6875,13.625,63.5625,495.1875,61.875,240.5625,115
2771,2771,-62.99999217,9.6666687,269.125,101.8125,80.125,592.75,204.4375,126.375,269.8125,267.75,274.125,259.9375,1437.4375,217.1875,25.1875,53.6875,621.0625,106.6875,399.9375,218.5625
2772,2772,-62.33332539,9.6666687,265.8666687,86.1333313,79.19999695,606.9333496,209.3999939,108.1999969,267.6666565,262.7333374,271.6666565,256.2666626,1536,214.8666687,38.20000076,45.26666641,611.8666382,145.9333344,481.7333374,263.5333252
2773,2773,-61.66665861,9.6666687,263,81.90908813,79,614.8181763,208.9090881,103.0909119,265.1818237,259.4545593,268.8181763,253.3636322,1668.363647,243.4545441,54.18181992,41.18181992,644.4545288,194.0909119,437.6363525,340.6363525
2774,2774,-60.99999183,9.6666687,261.6666565,78.33333588,79,579.333313,210,98.66666412,263.3333435,257.6666565,267,252.6666718,2038.333374,310.3333435,62.33333206,42,753,233.3333282,505,437.6666565
2830,2830,-83.66666228,9.0000021,246.1999969,112.6999969,78.5,680.4000244,178.5,142.5,242.3000031,246,256,238,3341.699951,591.2000122,43.5,62.79999924,1458.900024,179.8000031,653.0999756,974.0999756
2831,2831,-82.9999955,9.0000021,192.375,99.5,78.4375,604.5,130.6875,126.0625,190.3125,190.4375,199.875,184.375,2948.4375,504.875,43.8125,60.125,1237.1875,169.5,658.625,572.25
2832,2832,-82.33332872,9.0000021,217.0909119,86.27272797,77.8181839,527.8181763,159.5454559,110,217.3636322,211.9090881,222.3636322,208.9090881,2982.45459,402.9090881,102.8181839,39,1043.727295,355.5454407,723.9091187,493.3636475
2833,2833,-81.66666194,9.0000021,252.2857208,82,77,490.5714417,196.7142792,106,251.8571472,248.5714264,257.2857056,244.8571472,3447.285645,410.5714417,126.7142868,32,1126.714233,477.8571472,796.4285889,694.4285889
2834,2834,-80.99999517,9.0000021,265.2000122,81.59999847,75.80000305,578.2000122,214,107,260.2000122,263.6000061,273,258.2000122,3121.600098,414,67.19999695,42.79999924,1101.599976,286.2000122,572.2000122,892.7999878
2835,2835,-80.33332839,9.0000021,264.3636475,71.36363983,75.8181839,645.4545288,221.0909119,93.63636017,257.1818237,265.2727356,273.7272644,256.7272644,3232.363525,437.7272644,61,46.45454407,1175.090942,263.3636475,575.2727051,1148.363647
2836,2836,-79.66666161,9.0000021,263.384613,73.30769348,75,592.5384521,217.9230804,97.07691956,257.9230652,264,271.615387,256.3076782,2356.461426,374.384613,20.92307663,60.23077011,961.9230957,99.69230652,353,688.3076782
2837,2837,-78.99999483,9.0000021,257.0909119,76.1818161,76.90908813,437,209.5454559,98.36363983,252.6363678,258.0909119,263.2727356,252,2433.09082,441.4545593,16,65.90908813,1063.727295,78.63636017,402.8181763,827.2727051
2838,2838,-78.33332806,9.0000021,260.1428528,73.07142639,79.5,395.6428528,213.7142792,91.35713959,256.6428528,259.5,265,254.6428528,1983.5,325.7142944,13.35714245,63.1428566,844.0714111,71.7857132,321.7857056,538.9285889
2839,2839,-77.66666128,9.0000021,256.25,71.5,84.25,331.25,213.75,84.25,254,256,260.5,252,1766,246.25,12.25,55.25,662.5,79.25,355.75,616
2841,2841,-76.33332772,9.0000021,268.8571472,80.57142639,87.2857132,328.4285583,223,92,266.8571472,270.8571472,273.1428528,264.7142944,1342.142822,189,13.4285717,59.7142868,523,50.7142868,155.1428528,465.1428528
2842,2842,-75.66666094,9.0000021,274.8125,94.375,80.5625,442.125,217.375,116.6875,272.1875,275.8125,281,269.625,1327.3125,193.6875,14.5625,61.0625,540.125,60,162.4375,371.6875
2843,2843,-74.99999417,9.0000021,277.375,101.8125,78.875,465.6875,215.9375,128.5,273.75,280.0625,283.9375,272.1875,1660.4375,259.125,12.3125,65.0625,731.3125,57.0625,143.0625,458.9375
2844,2844,-74.33332739,9.0000021,279.8125,105,83.375,417.6875,219,125.3125,276.5625,279.625,285,274.375,2139.875,366.875,15.875,62.875,924.625,81.6875,370.75,724.375
2845,2845,-73.66666061,9.0000021,262.625,103.9375,80.125,449.0625,198,128.875,259.125,259.5625,267.1875,256.1875,1907.75,333.3125,23.3125,57.75,804.8125,121.75,361.8125,550.6875
2846,2846,-72.99999383,9.0000021,260.625,106.5,82.1875,456.375,191.875,128.875,260.3125,256.125,264.125,253.5,2949.1875,416,58.375,47.125,1111.25,244.1875,844.6875,351.5625
2847,2847,-72.33332706,9.0000021,286.4375,106.125,81.625,514.875,218.875,129.1875,287.5625,280.25,290.6875,278.125,1711.125,247.1875,32.3125,48,622.9375,124.9375,541.375,202.3125
2848,2848,-71.66666028,9.0000021,277.3999939,106,83.19999695,482,212.1000061,126.6999969,275.8999939,271.1000061,281.5,269.8999939,1393.900024,173.8000031,57.29999924,31.10000038,454.2000122,212.8000031,327.2999878,281.7000122
2849,2849,-70.9999935,9.0000021,164.5333405,109.8666687,81.1333313,444.4666748,91.19999695,135.0666656,166.1999969,158.4666595,168.0666656,157.5333405,997.2000122,136.5333405,31.39999962,45,355.9333191,113.0666656,299.7999878,125.1999969
2850,2850,-70.33332672,9.0000021,210.3125,105.5,80.75,388.0625,142.5625,129.9375,211.3125,207.5625,214.1875,205,1528.6875,238.375,22.875,58.6875,658.4375,88,395.625,255.625
2851,2851,-69.66665994,9.0000021,272.875,101.6875,75.1875,497.1875,207.6875,134.75,268,275.5625,279.625,267.25,1549.125,272.3125,11.0625,72.4375,747.4375,41.5,194.75,663.5625
2852,2852,-68.99999317,9.0000021,275.375,106.875,71.875,696.125,208.625,147.625,268,280.6875,285.0625,266.875,1574.375,275.25,9.625,75.0625,774.6875,35.4375,116.4375,772.6875
2853,2853,-68.33332639,9.0000021,273.25,107.8125,71,785.3125,204.6875,150.8125,265.0625,278.3125,284.375,264.625,1369.9375,241.3125,5.8125,78.0625,686.9375,22,189.9375,686.5
2854,2854,-67.66665961,9.0000021,273.3125,107.375,72.375,893.1875,205.3125,147.4375,264.375,278.5625,286.4375,264.25,1248.6875,219.875,2,80.6875,631,14.375,212.0625,613.375
2855,2855,-66.99999283,9.0000021,271.625,108,75.1875,751.125,202.75,142.75,264.875,273.875,282.9375,264.375,1174.4375,219.3125,2.0625,81.875,619,10.75,204.5625,543.0625
2856,2856,-66.33332606,9.0000021,267.25,108.4375,78.4375,557.375,198.4375,137.5,263.3125,265.375,275.25,261.8125,999.875,195.8125,2.75,86.1875,555.25,11.375,147.3125,220.8125
2857,2857,-65.66665928,9.0000021,267.4375,114.5625,79.5625,597.625,197.4375,143.3125,262.5625,267.0625,276.375,262.125,1038.0625,202.1875,4.5625,84.4375,576.375,24.1875,120.875,405.9375
2858,2858,-64.9999925,9.0000021,270.3125,113.875,81.9375,506.875,202,138.25,267.3125,268.625,277.625,265.25,1112.6875,197.625,6.1875,75.6875,556.3125,28.625,128.875,102.4375
2859,2859,-64.33332572,9.0000021,263.625,109.3125,80.4375,535.4375,196.75,135.0625,260.375,260.5,270.5625,257.5625,1012.875,186.8125,6.0625,76.0625,523.875,33.25,121.1875,55.75
2860,2860,-63.66665894,9.0000021,266.5,103.5,78.625,573.1875,200.8125,130.6875,264.375,264,273.0625,258.9375,1028.75,179.375,10.375,69.5,516.6875,47.8125,129.8125,87.875
2861,2861,-62.99999217,9.0000021,267.25,96.4375,77.5,597.4375,205.625,123.625,265.625,267.3125,273.0625,258.5625,1081.0625,175.125,16.9375,58.25,499.125,75.0625,152.0625,152.125
2862,2862,-62.33332539,9.0000021,264.4375,92.1875,78.5625,615.1875,205.1875,116.4375,264.5625,263.5625,269.75,254.8125,1236.375,196.1875,32.8125,50.1875,533.25,118.375,301.125,226.625
2863,2863,-61.66665861,9.0000021,263.625,85.6875,80.1875,590.875,208.3125,106.1875,264.0625,261.0625,268.8125,254.25,1707.8125,258.6875,56.125,41.9375,668.125,199.75,422.4375,347.0625
2864,2864,-60.99999183,9.0000021,261.7857056,76.57142639,79.2857132,547.2857056,212.5,95.92857361,263.0714417,258,267.3571472,253.5,2155.928467,322.1428528,74,39.6428566,783.2857056,263.7142944,509.8571472,444
2920,2920,-83.66666228,8.3333355,252.25,110.75,76,742.25,184.75,144.75,245.75,254,263.25,243.25,3845.25,697.25,49.25,63,1723.5,198.5,654.5,1324.25
2921,2921,-82.9999955,8.3333355,258.625,99,74.25,715.625,196.375,132.5,254.125,260.125,268.75,249.875,3109.5,563.75,52.5,60.375,1334.375,185.875,532.875,1042.125
2922,2922,-82.33332872,8.3333355,248.0909119,93.1818161,74.09091187,606,188.9090881,125.3636398,244,248.6363678,256.7272644,240.8181763,3085.363525,511.5454407,49.45454407,58.45454407,1298.090942,191.1818237,512.1818237,711.9091187
2923,2923,-81.66666194,8.3333355,234.1333313,93.53333282,74.06666565,520.7999878,175.1999969,125.6666641,230,235.3333282,241.1999969,227.9333344,3018.466553,492.3333435,40.13333511,59.79999924,1274.06665,149.8666687,442.3999939,897.2000122
2924,2924,-80.99999517,8.3333355,249.25,95.4375,73.25,530.5625,188.5625,129.8125,245.625,250.125,257.1875,244,2679.875,477.1875,12.625,70.3125,1238,75.6875,426.125,870
2925,2925,-80.33332839,8.3333355,262,85.09999847,75.69999695,643.5999756,211.3000031,111.6999969,256.1000061,264.1000061,271.7000122,254.8999939,2039.800049,375.7999878,8.5,69.69999695,914.7000122,49.59999847,294.2000122,759.2999878
2926,2926,-79.66666161,8.3333355,273,78,79,545,229,98,268,277,281,268,1719,314,13,68,764,52,265,764
2927,2927,-78.99999483,8.3333355,268,79,75,566,219,104,262,271,276,261,2434,568,0,78,1138,16,340,981
2928,2928,-78.33332806,8.3333355,262.4285583,75,80,465.4285583,218.2857208,93.2857132,256.4285583,265.4285583,268.7142944,256.4285583,1858.428589,302.2857056,6.428571224,66.2857132,811.4285889,52.8571434,308,790
2929,2929,-77.66666128,8.3333355,252.1875,76.3125,82.9375,411.0625,207.9375,91.625,250.5625,253.1875,257.8125,246.8125,1982.9375,280.25,23.25,52.625,749.4375,111.3125,432.25,687.8125
2930,2930,-76.9999945,8.3333355,258.7000122,75.69999695,89.30000305,221.1999969,217,84.59999847,257.3999939,259.6000061,261.2999878,256.1000061,2162.600098,295.3999939,50.70000076,41.09999847,763.4000244,199.1000061,382.7000122,668
2931,2931,-76.33332772,8.3333355,263.8125,88.4375,88.375,244.0625,216.3125,99.5625,262.8125,265.6875,266.9375,260.6875,1675.0625,223.5625,39.375,48,599.25,129.9375,234.8125,519.6875
2932,2932,-75.66666094,8.3333355,273.875,99.25,82.6875,388.5625,217.9375,119.5625,271.625,277.375,279.0625,269,1661.0625,245.75,19.375,62.1875,709.8125,81.5625,190.375,507.875
2933,2933,-74.99999417,8.3333355,279.375,101.125,82.875,398.875,223.25,121.3125,275.9375,282.75,285.125,274.875,2865.5625,435.6875,28.8125,63.9375,1212,104.6875,244.25,1075.25
2934,2934,-74.33332739,8.3333355,265.3125,103.4375,85.75,413.4375,208.125,120,261.1875,267.625,270.875,260,3003.6875,478.5,30.8125,57.6875,1198.75,145.1875,413.125,1109.0625
2935,2935,-73.66666061,8.3333355,258.5,102.5,80.875,480.9375,196.125,126.125,257.125,256.1875,263.75,251.875,1578.1875,266.75,16.5,60.3125,637.9375,80.75,314.25,450.1875
2936,2936,-72.99999383,8.3333355,232.1875,105.375,81.3125,554.875,165.375,128.875,233.0625,227,236.9375,223.375,2136.0625,312.125,68.5625,45.6875,819.25,255.6875,543.625,314.3125
2937,2937,-72.33332706,8.3333355,265.8125,107.75,83.125,522.9375,200.3125,129,264.625,262.875,270.1875,257.4375,2094.3125,276.625,95.9375,34.875,737,323.3125,547.875,420.1875
2938,2938,-71.66666028,8.3333355,194.6875,104.9375,81.875,479.1875,126.8125,127.5,195.5,190.1875,198.625,187.1875,1185,165.5625,44.875,42.4375,431.375,148.0625,325.4375,186.4375
2939,2939,-70.9999935,8.3333355,191.9375,107.875,81.5,376.8125,122.0625,131.75,193.0625,188.4375,195.125,186.5,1397,210.875,18.375,56.375,568.625,80.4375,389.25,108.8125
2940,2940,-70.33332672,8.3333355,274.0625,98.4375,75.375,415.625,211.4375,129.9375,271.6875,276.375,279.4375,270.375,1578.1875,256.5,9.5,68.3125,716.375,49.9375,249.75,504.625
2941,2941,-69.66665994,8.3333355,278.5,97.0625,70.75,519.625,214.1875,136.4375,274.3125,279.375,285.8125,273.25,1431.4375,258.3125,5,79.25,718.8125,24.0625,106.125,713.1875
2942,2942,-68.99999317,8.3333355,276.875,98.8125,68.75,712.6875,213.25,142.5,269.125,282.6875,287.25,268.5,1465,249.3125,7.3125,78.25,727.625,28.5625,114.375,723.25
2943,2943,-68.33332639,8.3333355,275.3125,100.4375,69.3125,886.75,211.875,144.1875,264.9375,282.125,287.8125,264.9375,1471.1875,268.1875,4.3125,81.25,760.125,20.125,95.9375,760.125
2944,2944,-67.66665961,8.3333355,274.625,99.6875,71.4375,939.125,212.5625,138.6875,263.875,280.8125,287.75,263.875,1412.1875,265.5,2.5,83.25,741.5625,14.8125,197.625,741.5625
2945,2945,-66.99999283,8.3333355,273.4375,100.0625,75.1875,663.4375,211.3125,132.375,267.25,274.8125,283.125,266.375,1289.5625,252.1875,1.875,84.0625,689.5625,12.9375,215.8125,678.375
2946,2946,-66.33332606,8.3333355,271.0625,102.875,78.75,558.25,209.25,129.8125,266.125,271.4375,279.5,265.75,1356.5625,263.8125,3,84.375,734.75,12.5625,169.3125,722.8125
2947,2947,-65.66665928,8.3333355,270.5,105.6875,80.4375,543.375,207.5625,130.6875,265.9375,270.25,278.625,265.625,1230.0625,235.875,4.6875,81.5625,649.4375,20.3125,165.9375,555.5
2948,2948,-64.9999925,8.3333355,272.8125,105.125,81.625,531.75,210.8125,128.0625,268.8125,271.5,280.1875,267.6875,1144.5625,201.9375,8.125,75.6875,575.875,28.6875,162.75,251.8125
2949,2949,-64.33332572,8.3333355,274.5,104.625,80.125,557.4375,211.5625,129.8125,270.6875,272,281.5,268.3125,1058.1875,197.375,6.5,77.125,552.0625,27.375,155.125,84.5625
2950,2950,-63.66665894,8.3333355,273.9375,101.5,79.375,604.25,212.25,127.1875,270.1875,270.125,280.8125,266.5,1017.375,181.625,8.9375,71.5625,519.125,38.1875,161.25,70.375
2951,2951,-62.99999217,8.3333355,266.625,98.875,78.8125,630.875,206.3125,124.5625,263.8125,262.625,273.25,257.9375,1015,179.9375,9.875,66.3125,498.3125,50.0625,144.4375,105.625
2952,2952,-62.33332539,8.3333355,255.25,96.125,80.125,584.9375,196.1875,119.3125,253.75,255.375,260.1875,246.1875,1169.375,201.25,30.1875,55.875,538.375,104.3125,187.5,191.9375
2953,2953,-61.66665861,8.3333355,258.9375,88.5625,82.0625,524.5,205.375,107.1875,258.75,257.25,263.8125,251.0625,1514.3125,233.375,58.3125,40.125,591.375,194.1875,378.125,302.3125
2954,2954,-60.99999183,8.3333355,264,78.57142639,80.42857361,507,215.8571472,97.14286041,264.3571472,260.3571472,269.6428528,256.6428528,1971.857178,284.2857056,81.42857361,34.8571434,705.3571167,277.0714417,457.9285583,391.3571472
2955,2955,-60.33332506,8.3333355,262.7142944,75.7857132,79.14286041,502.2142944,216.0714264,95.2142868,262.6428528,259,268.1428528,255.3571472,2459.142822,347.1428528,94.07142639,36.07143021,878,323.1428528,576.2857056,375.8571472
2956,2956,-59.66665828,8.3333355,263.1666565,74.66666412,78.83333588,498.3333435,217.6666718,94.16666412,262.3333435,259.6666565,268.5,255.8333282,2802.666748,389.3333435,109.3333359,36.83333206,1005.166687,372,628.166687,444.6666565
3012,3012,-82.33332872,7.6666689,266,96,72,700,205,133,258,269,276,257,3165,596,21,70,1484,91,453,1133
3013,3013,-81.66666194,7.6666689,258.75,100.25,71.25,675.75,195.75,140,252.25,263.25,268.5,251.75,3136,545,24.5,66.5,1400.75,98.5,285,1065.75
3014,3014,-80.99999517,7.6666689,258.4166565,101.5,72.5,612.916687,194.3333282,139.0833282,252.25,261.5833435,267.1666565,251.5,2613.416748,456.5833435,4.916666508,70.91666412,1188.583374,48.5,289.4166565,855.083313
3015,3015,-80.33332839,7.6666689,267.3076782,94.2307663,78.30769348,660,213.1538391,119.6923065,260.384613,272.1538391,276.5384521,259.615387,1522.615356,282.2307739,1.076923132,76.30769348,707.5384521,20.30769157,120.2307663,666.2307739
3018,3018,-78.33332806,7.6666689,255,75.85713959,77.14286041,514.7142944,208.7142792,97.7142868,248.1428528,258.2857056,261.5714417,248.1428528,2948.857178,483.1428528,14,64.42857361,1259,75.7142868,351.5714417,1259
3019,3019,-77.66666128,7.6666689,246.3125,81.25,78.9375,475.4375,198.0625,102.4375,241.875,248.1875,252.4375,240.4375,2931.6875,438.5625,34.5625,54.75,1127.375,144.5625,378.5,1069.875
3020,3020,-76.9999945,7.6666689,266.4666748,83.33333588,81.80000305,346.6666565,218.6666718,101.5333328,265.6666565,268.2666626,271.2666626,262.7333374,2907.399902,359.3999939,55.13333511,44.86666489,1020,207.3999939,369.5333252,863.8666382
3021,3021,-76.33332772,7.6666689,252.0625,94.9375,85.8125,323.6875,199.625,110.125,249.75,254.5625,256.5625,248.25,2802.25,340.9375,68.3125,44.3125,978.25,224,389.8125,844
3022,3022,-75.66666094,7.6666689,258.75,100.5625,84.4375,383.375,202.625,118.5625,256.6875,262,263.75,254.125,2759.9375,355.875,46.625,51.0625,1026.375,185.0625,421.8125,841.0625
3023,3023,-74.99999417,7.6666689,279.5,100.8125,85.6875,416.1875,224.625,116.875,276.0625,283.75,285.0625,274.4375,3819.6875,499.875,74.875,48.8125,1413.625,281.8125,514.25,1318.625
3024,3024,-74.33332739,7.6666689,243.875,96.3125,85.125,400.3125,188.5625,112.5,240.5625,245.875,249,238.5,2950.5,407,60.5625,46.1875,1066.6875,241.25,598.3125,904.6875
3025,3025,-73.66666061,7.6666689,280.25,103.6875,83.875,351.5625,219.5,122.9375,277.3125,281.125,284.1875,275.4375,2358.1875,356.625,28.6875,52.5625,884.625,160.5625,462.0625,786
3026,3026,-72.99999383,7.6666689,167.8125,96.6875,79.6875,459.375,104.1875,120.75,168.5,163,171.75,160.5,1306.625,206.375,33.75,51.625,500.6875,138.875,393,172.6875
3027,3027,-72.33332706,7.6666689,199.1875,104.125,83.5,457.375,134.75,123.75,198.9375,196.0625,203.1875,191.9375,1416.625,213.5,33.125,49.5625,579.4375,121.6875,344.6875,149.875
3028,3028,-71.66666028,7.6666689,236.8125,106.5,83.625,388.125,171.375,126.625,235.875,233.5,240.3125,231.5625,1921.625,288.8125,22.1875,60.5,813.75,96,439,154.5625
