Region	RCP	Timestep	RCM	Ensemble	Variable	Period
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	rsut	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	sfcWindmax	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	sfcWind	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	sic	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	snc	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	snd	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	snm	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	snw	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	ta200	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	ta500	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	ta850	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	tasmax	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	tasmin	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	tas	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	tauu	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	tauv	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	ts	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	ua200	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	ua500	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	ua850	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	uas	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	va200	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	va500	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	va850	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	vas	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	zg200	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	zg500	1950-2005
NAM-44	historical	day	CCCma-CanRCM4	r1i1p1	zmla	1950-2005
NAM-44	historical	day	DMI-HIRHAM5	r3i1p1	pr	1956-2005
NAM-44	historical	day	DMI-HIRHAM5	r3i1p1	rsds	1956-2005
NAM-44	historical	day	DMI-HIRHAM5	r3i1p1	sfcWind	1951-2005
NAM-44	historical	day	DMI-HIRHAM5	r3i1p1	tasmax	1951-2005
NAM-44	historical	day	DMI-HIRHAM5	r3i1p1	tasmin	1951-2005
NAM-44	historical	day	DMI-HIRHAM5	r3i1p1	tas	1951-2005
NAM-44	historical	day	SMHI-RCA4	r12i1p1	rsds	1956-2005
NAM-44	historical	day	SMHI-RCA4	r12i1p1	tasmax	1951-2005
NAM-44	historical	day	SMHI-RCA4	r12i1p1	tasmin	1951-2005
NAM-44	historical	day	SMHI-RCA4	r12i1p1	tas	1951-2005
NAM-44	historical	day	SMHI-RCA4	r1i1p1	rsds	1956-2005
NAM-44	historical	day	SMHI-RCA4	r1i1p1	tasmax	1951-2005
NAM-44	historical	day	SMHI-RCA4	r1i1p1	tasmin	1951-2005
NAM-44	historical	day	SMHI-RCA4	r1i1p1	tas	1951-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	clt	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	evspsbl	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	hfls	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	hfss	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	hus850	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	huss	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	mrfso	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	mrros	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	mrro	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	mrso	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	pr	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	psl	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	rlds	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	rlus	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	rlut	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	rsds	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	rsdt	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	rsus	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	rsut	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	sfcWindmax	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	sfcWind	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	sic	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	snc	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	snd	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	snm	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	snw	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	ta200	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	ta500	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	ta850	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	tasmax	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	tasmin	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	tas	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	ua200	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	ua500	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	ua850	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	uas	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	va200	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	va500	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	va850	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	vas	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	zg200	1950-2005
NAM-44	historical	mon	CCCma-CanRCM4	r1i1p1	zg500	1950-2005
NAM-44	historical	mon	DMI-HIRHAM5	r3i1p1	pr	1951-2005
NAM-44	historical	mon	DMI-HIRHAM5	r3i1p1	rsds	1951-2005
NAM-44	historical	mon	DMI-HIRHAM5	r3i1p1	sfcWind	1951-2005
NAM-44	historical	mon	DMI-HIRHAM5	r3i1p1	tasmax	1951-2005
NAM-44	historical	mon	DMI-HIRHAM5	r3i1p1	tasmin	1951-2005
NAM-44	historical	mon	DMI-HIRHAM5	r3i1p1	tas	1951-2005
NAM-44	historical	mon	SMHI-RCA4	r12i1p1	rsds	1951-2000
NAM-44	historical	mon	SMHI-RCA4	r12i1p1	tasmax	1951-2005
NAM-44	historical	mon	SMHI-RCA4	r12i1p1	tasmin	1951-2005
NAM-44	historical	mon	SMHI-RCA4	r12i1p1	tas	1951-2005
NAM-44	historical	mon	SMHI-RCA4	r1i1p1	rsds	1951-2005
NAM-44	historical	mon	SMHI-RCA4	r1i1p1	tasmax	1951-2005
NAM-44	historical	mon	SMHI-RCA4	r1i1p1	tasmin	1951-2005
NAM-44	historical	mon	SMHI-RCA4	r1i1p1	tas	1951-2005
NAM-44	historical	sem	DMI-HIRHAM5	r3i1p1	tasmax	1951-2005
NAM-44	historical	sem	DMI-HIRHAM5	r3i1p1	tas	1951-2005
NAM-44	historical	sem	SMHI-RCA4	r12i1p1	tasmax	1951-2005
NAM-44	historical	sem	SMHI-RCA4	r12i1p1	tas	1951-2005
NAM-44	historical	sem	SMHI-RCA4	r1i1p1	tasmax	1951-2005
NAM-44	historical	sem	SMHI-RCA4	r1i1p1	tas	1951-2005
NAM-44	rcp26	day	SMHI-RCA4	r12i1p1	rsds	2051-2100
NAM-44	rcp26	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
NAM-44	rcp26	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
NAM-44	rcp26	day	SMHI-RCA4	r12i1p1	tas	2006-2100
NAM-44	rcp26	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
NAM-44	rcp26	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
NAM-44	rcp26	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
NAM-44	rcp26	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
NAM-44	rcp26	sem	SMHI-RCA4	r12i1p1	tasmax	2005-2100
NAM-44	rcp26	sem	SMHI-RCA4	r12i1p1	tas	2005-2100
NAM-44	rcp45	day	DMI-HIRHAM5	r3i1p1	pr	2051-2100
NAM-44	rcp45	day	DMI-HIRHAM5	r3i1p1	rsds	2051-2100
NAM-44	rcp45	day	DMI-HIRHAM5	r3i1p1	sfcWind	2006-2100
NAM-44	rcp45	day	DMI-HIRHAM5	r3i1p1	tasmax	2006-2100
NAM-44	rcp45	day	DMI-HIRHAM5	r3i1p1	tasmin	2006-2100
NAM-44	rcp45	day	DMI-HIRHAM5	r3i1p1	tas	2006-2100
NAM-44	rcp45	day	SMHI-RCA4	r12i1p1	rsds	2051-2100
NAM-44	rcp45	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
NAM-44	rcp45	day	SMHI-RCA4	r12i1p1	tasmin	2006-2095
NAM-44	rcp45	day	SMHI-RCA4	r12i1p1	tas	2006-2100
NAM-44	rcp45	day	SMHI-RCA4	r1i1p1	rsds	2051-2100
NAM-44	rcp45	day	SMHI-RCA4	r1i1p1	tasmax	2006-2100
NAM-44	rcp45	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
NAM-44	rcp45	day	SMHI-RCA4	r1i1p1	tas	2006-2100
NAM-44	rcp45	mon	DMI-HIRHAM5	r3i1p1	pr	2006-2100
NAM-44	rcp45	mon	DMI-HIRHAM5	r3i1p1	rsds	2006-2100
NAM-44	rcp45	mon	DMI-HIRHAM5	r3i1p1	sfcWind	2006-2100
NAM-44	rcp45	mon	DMI-HIRHAM5	r3i1p1	tasmax	2006-2100
NAM-44	rcp45	mon	DMI-HIRHAM5	r3i1p1	tasmin	2006-2100
NAM-44	rcp45	mon	DMI-HIRHAM5	r3i1p1	tas	2006-2100
NAM-44	rcp45	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
NAM-44	rcp45	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
NAM-44	rcp45	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
NAM-44	rcp45	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
NAM-44	rcp45	mon	SMHI-RCA4	r1i1p1	rsds	2006-2100
NAM-44	rcp45	mon	SMHI-RCA4	r1i1p1	tasmax	2006-2100
NAM-44	rcp45	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
NAM-44	rcp45	mon	SMHI-RCA4	r1i1p1	tas	2006-2100
NAM-44	rcp45	sem	DMI-HIRHAM5	r3i1p1	tasmax	2005-2100
NAM-44	rcp45	sem	DMI-HIRHAM5	r3i1p1	tas	2005-2100
NAM-44	rcp45	sem	SMHI-RCA4	r12i1p1	tasmax	2005-2100
NAM-44	rcp45	sem	SMHI-RCA4	r12i1p1	tas	2005-2100
NAM-44	rcp45	sem	SMHI-RCA4	r1i1p1	tasmax	2005-2100
NAM-44	rcp45	sem	SMHI-RCA4	r1i1p1	tas	2005-2100
NAM-44	rcp85	day	DMI-HIRHAM5	r3i1p1	pr	2051-2100
NAM-44	rcp85	day	DMI-HIRHAM5	r3i1p1	rsds	2051-2100
NAM-44	rcp85	day	DMI-HIRHAM5	r3i1p1	sfcWind	2006-2100
NAM-44	rcp85	day	DMI-HIRHAM5	r3i1p1	tasmax	2006-2100
NAM-44	rcp85	day	DMI-HIRHAM5	r3i1p1	tasmin	2006-2100
NAM-44	rcp85	day	DMI-HIRHAM5	r3i1p1	tas	2006-2100
NAM-44	rcp85	day	SMHI-RCA4	r12i1p1	rsds	2056-2100
NAM-44	rcp85	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
NAM-44	rcp85	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
NAM-44	rcp85	day	SMHI-RCA4	r12i1p1	tas	2006-2100
NAM-44	rcp85	day	SMHI-RCA4	r1i1p1	rsds	2051-2100
NAM-44	rcp85	day	SMHI-RCA4	r1i1p1	tasmax	2006-2100
NAM-44	rcp85	day	SMHI-RCA4	r1i1p1	tasmin	2006-2100
NAM-44	rcp85	day	SMHI-RCA4	r1i1p1	tas	2006-2100
NAM-44	rcp85	mon	DMI-HIRHAM5	r3i1p1	pr	2006-2100
NAM-44	rcp85	mon	DMI-HIRHAM5	r3i1p1	rsds	2006-2100
NAM-44	rcp85	mon	DMI-HIRHAM5	r3i1p1	sfcWind	2006-2100
NAM-44	rcp85	mon	DMI-HIRHAM5	r3i1p1	tasmax	2006-2100
NAM-44	rcp85	mon	DMI-HIRHAM5	r3i1p1	tasmin	2006-2100
NAM-44	rcp85	mon	DMI-HIRHAM5	r3i1p1	tas	2006-2100
NAM-44	rcp85	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
NAM-44	rcp85	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
NAM-44	rcp85	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
NAM-44	rcp85	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
NAM-44	rcp85	mon	SMHI-RCA4	r1i1p1	rsds	2006-2100
NAM-44	rcp85	mon	SMHI-RCA4	r1i1p1	tasmax	2006-2100
NAM-44	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
NAM-44	rcp85	mon	SMHI-RCA4	r1i1p1	tas	2006-2100
NAM-44	rcp85	sem	DMI-HIRHAM5	r3i1p1	tasmax	2005-2100
NAM-44	rcp85	sem	DMI-HIRHAM5	r3i1p1	tas	2005-2100
NAM-44	rcp85	sem	SMHI-RCA4	r12i1p1	tasmax	2005-2100
NAM-44	rcp85	sem	SMHI-RCA4	r12i1p1	tas	2005-2100
NAM-44	rcp85	sem	SMHI-RCA4	r1i1p1	tasmax	2005-2100
NAM-44	rcp85	sem	SMHI-RCA4	r1i1p1	tas	2005-2100
SAM-44	evaluation	day	SMHI-RCA4	r1i1p1	pr	1980-2010
SAM-44	evaluation	day	SMHI-RCA4	r1i1p1	rsds	1980-2010
SAM-44	evaluation	day	SMHI-RCA4	r1i1p1	sfcWind	1980-2010
SAM-44	evaluation	day	SMHI-RCA4	r1i1p1	tasmax	1980-2010
SAM-44	evaluation	day	SMHI-RCA4	r1i1p1	tasmin	1980-2010
SAM-44	evaluation	day	SMHI-RCA4	r1i1p1	tas	1980-2010
SAM-44	evaluation	mon	SMHI-RCA4	r1i1p1	pr	1980-2010
SAM-44	evaluation	mon	SMHI-RCA4	r1i1p1	rsds	1980-2010
SAM-44	evaluation	mon	SMHI-RCA4	r1i1p1	sfcWind	1980-2010
SAM-44	evaluation	mon	SMHI-RCA4	r1i1p1	tasmax	1980-2010
SAM-44	evaluation	mon	SMHI-RCA4	r1i1p1	tasmin	1980-2010
SAM-44	evaluation	mon	SMHI-RCA4	r1i1p1	tas	1980-2010
SAM-44	evaluation	sem	SMHI-RCA4	r1i1p1	pr	1980-2010
SAM-44	evaluation	sem	SMHI-RCA4	r1i1p1	rsds	1980-2010
SAM-44	evaluation	sem	SMHI-RCA4	r1i1p1	sfcWind	1980-2010
SAM-44	evaluation	sem	SMHI-RCA4	r1i1p1	tasmax	1980-2010
SAM-44	evaluation	sem	SMHI-RCA4	r1i1p1	tasmin	1980-2010
SAM-44	evaluation	sem	SMHI-RCA4	r1i1p1	tas	1980-2010
SAM-44	historical	day	SMHI-RCA4	r12i1p1	pr	1951-2005
SAM-44	historical	day	SMHI-RCA4	r12i1p1	rsds	1951-2005
SAM-44	historical	day	SMHI-RCA4	r12i1p1	sfcWind	1951-2005
SAM-44	historical	day	SMHI-RCA4	r12i1p1	tasmax	1951-2005
SAM-44	historical	day	SMHI-RCA4	r12i1p1	tasmin	1951-2005
SAM-44	historical	day	SMHI-RCA4	r12i1p1	tas	1951-2005
SAM-44	historical	mon	SMHI-RCA4	r12i1p1	pr	1951-2005
SAM-44	historical	mon	SMHI-RCA4	r12i1p1	rsds	1951-2005
SAM-44	historical	mon	SMHI-RCA4	r12i1p1	sfcWind	1951-2005
SAM-44	historical	mon	SMHI-RCA4	r12i1p1	tasmax	1951-2005
SAM-44	historical	mon	SMHI-RCA4	r12i1p1	tasmin	1951-2005
SAM-44	historical	mon	SMHI-RCA4	r12i1p1	tas	1951-2005
SAM-44	historical	sem	SMHI-RCA4	r12i1p1	pr	1951-2005
SAM-44	historical	sem	SMHI-RCA4	r12i1p1	rsds	1951-2005
SAM-44	historical	sem	SMHI-RCA4	r12i1p1	sfcWind	1951-2005
SAM-44	historical	sem	SMHI-RCA4	r12i1p1	tasmax	1951-2005
SAM-44	historical	sem	SMHI-RCA4	r12i1p1	tasmin	1951-2005
SAM-44	historical	sem	SMHI-RCA4	r12i1p1	tas	1951-2005
SAM-44	rcp45	day	SMHI-RCA4	r12i1p1	pr	2006-2100
SAM-44	rcp45	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
SAM-44	rcp45	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
SAM-44	rcp45	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
SAM-44	rcp45	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
SAM-44	rcp45	day	SMHI-RCA4	r12i1p1	tas	2006-2100
SAM-44	rcp45	mon	SMHI-RCA4	r12i1p1	pr	2006-2100
SAM-44	rcp45	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
SAM-44	rcp45	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
SAM-44	rcp45	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
SAM-44	rcp45	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
SAM-44	rcp45	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
SAM-44	rcp45	sem	SMHI-RCA4	r12i1p1	pr	2005-2100
SAM-44	rcp45	sem	SMHI-RCA4	r12i1p1	rsds	2005-2100
SAM-44	rcp45	sem	SMHI-RCA4	r12i1p1	sfcWind	2005-2100
SAM-44	rcp45	sem	SMHI-RCA4	r12i1p1	tasmax	2005-2100
SAM-44	rcp45	sem	SMHI-RCA4	r12i1p1	tasmin	2005-2100
SAM-44	rcp45	sem	SMHI-RCA4	r12i1p1	tas	2005-2100
SAM-44	rcp85	day	SMHI-RCA4	r12i1p1	pr	2006-2100
SAM-44	rcp85	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
SAM-44	rcp85	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
SAM-44	rcp85	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
SAM-44	rcp85	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
SAM-44	rcp85	day	SMHI-RCA4	r12i1p1	tas	2006-2100
WAS-44	evaluation	day	SMHI-RCA4	r1i1p1	rsds	1980-2010
WAS-44	evaluation	day	SMHI-RCA4	r1i1p1	sfcWind	1980-2010
WAS-44	evaluation	day	SMHI-RCA4	r1i1p1	tasmax	1980-2010
WAS-44	evaluation	day	SMHI-RCA4	r1i1p1	tasmin	1980-2010
WAS-44	evaluation	day	SMHI-RCA4	r1i1p1	tas	1980-2010
WAS-44	evaluation	mon	SMHI-RCA4	r1i1p1	rsds	1980-2010
WAS-44	evaluation	mon	SMHI-RCA4	r1i1p1	sfcWind	1980-2010
WAS-44	evaluation	mon	SMHI-RCA4	r1i1p1	tasmax	1980-2010
WAS-44	evaluation	mon	SMHI-RCA4	r1i1p1	tasmin	1980-2010
WAS-44	evaluation	mon	SMHI-RCA4	r1i1p1	tas	1980-2010
WAS-44	evaluation	sem	SMHI-RCA4	r1i1p1	rsds	1980-2010
WAS-44	evaluation	sem	SMHI-RCA4	r1i1p1	tasmin	1980-2010
WAS-44	evaluation	sem	SMHI-RCA4	r1i1p1	tas	1980-2010
WAS-44	historical	day	MPI-CSC-REMO2009	r1i1p1	sfcWind	1961-2005
WAS-44	historical	day	MPI-CSC-REMO2009	r1i1p1	tasmax	1961-2005
WAS-44	historical	day	MPI-CSC-REMO2009	r1i1p1	tasmin	1961-2005
WAS-44	historical	day	MPI-CSC-REMO2009	r1i1p1	tas	1961-2005
WAS-44	historical	day	SMHI-RCA4	r12i1p1	rsds	1951-2005
WAS-44	historical	day	SMHI-RCA4	r12i1p1	sfcWind	1951-2005
WAS-44	historical	day	SMHI-RCA4	r12i1p1	tasmax	1951-2005
WAS-44	historical	day	SMHI-RCA4	r12i1p1	tasmin	1951-2005
WAS-44	historical	day	SMHI-RCA4	r12i1p1	tas	1951-2005
WAS-44	historical	mon	MPI-CSC-REMO2009	r1i1p1	sfcWind	1961-2005
WAS-44	historical	mon	MPI-CSC-REMO2009	r1i1p1	tasmax	1961-2005
WAS-44	historical	mon	MPI-CSC-REMO2009	r1i1p1	tasmin	1961-2005
WAS-44	historical	mon	MPI-CSC-REMO2009	r1i1p1	tas	1961-2005
WAS-44	historical	mon	SMHI-RCA4	r12i1p1	rsds	1951-2005
WAS-44	historical	mon	SMHI-RCA4	r12i1p1	sfcWind	1951-2005
WAS-44	historical	mon	SMHI-RCA4	r12i1p1	tasmax	1951-2005
WAS-44	historical	mon	SMHI-RCA4	r12i1p1	tasmin	1951-2005
WAS-44	historical	mon	SMHI-RCA4	r12i1p1	tas	1951-2005
WAS-44	historical	sem	MPI-CSC-REMO2009	r1i1p1	tas	1960-2005
WAS-44	historical	sem	SMHI-RCA4	r12i1p1	rsds	1951-2005
WAS-44	historical	sem	SMHI-RCA4	r12i1p1	tasmin	1951-2005
WAS-44	historical	sem	SMHI-RCA4	r12i1p1	tas	1951-2005
WAS-44	rcp26	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
WAS-44	rcp26	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
WAS-44	rcp26	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
WAS-44	rcp26	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
WAS-44	rcp26	day	SMHI-RCA4	r12i1p1	tas	2006-2100
WAS-44	rcp26	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
WAS-44	rcp26	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
WAS-44	rcp26	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
WAS-44	rcp26	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
WAS-44	rcp26	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
WAS-44	rcp26	sem	SMHI-RCA4	r12i1p1	rsds	2005-2100
WAS-44	rcp26	sem	SMHI-RCA4	r12i1p1	tasmin	2005-2100
WAS-44	rcp26	sem	SMHI-RCA4	r12i1p1	tas	2005-2100
WAS-44	rcp45	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
WAS-44	rcp45	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
WAS-44	rcp45	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
WAS-44	rcp45	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
WAS-44	rcp45	day	SMHI-RCA4	r12i1p1	tas	2006-2100
WAS-44	rcp45	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
WAS-44	rcp45	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
WAS-44	rcp45	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
WAS-44	rcp45	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
WAS-44	rcp45	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
WAS-44	rcp45	sem	SMHI-RCA4	r12i1p1	rsds	2005-2100
WAS-44	rcp45	sem	SMHI-RCA4	r12i1p1	tasmin	2005-2100
WAS-44	rcp45	sem	SMHI-RCA4	r12i1p1	tas	2005-2100
WAS-44	rcp85	day	SMHI-RCA4	r12i1p1	rsds	2006-2100
WAS-44	rcp85	day	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
WAS-44	rcp85	day	SMHI-RCA4	r12i1p1	tasmax	2006-2100
WAS-44	rcp85	day	SMHI-RCA4	r12i1p1	tasmin	2006-2100
WAS-44	rcp85	day	SMHI-RCA4	r12i1p1	tas	2006-2100
WAS-44	rcp85	mon	SMHI-RCA4	r12i1p1	rsds	2006-2100
WAS-44	rcp85	mon	SMHI-RCA4	r12i1p1	sfcWind	2006-2100
WAS-44	rcp85	mon	SMHI-RCA4	r12i1p1	tasmax	2006-2100
WAS-44	rcp85	mon	SMHI-RCA4	r12i1p1	tasmin	2006-2100
WAS-44	rcp85	mon	SMHI-RCA4	r12i1p1	tas	2006-2100
WAS-44	rcp85	sem	SMHI-RCA4	r12i1p1	rsds	2005-2100
WAS-44	rcp85	sem	SMHI-RCA4	r12i1p1	tasmin	2005-2100
WAS-44	rcp85	sem	SMHI-RCA4	r12i1p1	tas	2005-2100
