"GS","VARIABLE","TYPE","TEST.AV.SUIT","TEST.SD.SUIT","TEST.MAX.SUIT","TEST.MIN.SUIT","TEST.OMISSION.RATE","TEST.ERROR","TEST.ERR.DIST","TEST.MXE","TEST.SLOPE","TRAIN.AV.SUIT","TRAIN.SD.SUIT","TRAIN.MAX.SUIT","TRAIN.MIN.SUIT","TRAIN.OMISSION.RATE","TRAIN.ERROR","TRAIN.ERR.DIST","TRAIN.MXE","TRAIN.SLOPE"
"10","tmax","_suitability",57.2457737321196,44.1379901317517,100,0,0.360208062418726,0.61429249269381,0.633333333333333,0.999998780190571,0.00217130675545293,54.8349673202614,44.8104126539284,100,0,0.387581699346405,0.636175845095012,0.633333333333333,1,0.00214462770260156
"11","tmean","_psuitability",98.2067620286086,8.81125322426373,100,0,0.00260078023407022,0.0898626317652467,0.633333333333333,0.417927216612663,0.0039580553954006,98.2660130718954,7.97063639720745,100,3,0,0.081557950847267,0.7,NA,NA
"11","tmean","_tsuitability",70.850455136541,39.2332734121322,100,0,0.172951885565670,0.488563617477291,0.233333333333333,0.997303761654104,0.00336253194167776,72.0101307189542,38.9195727557981,100,0,0.165359477124183,0.479340266932863,0.333333333333333,0.993147914684706,0.00349666248998625
"11","tmean","_suitability",69.3628088426528,39.0106118096960,100,0,0.17555266579974,0.495831256165217,0.633333333333333,0.999989021690386,0.00333069067065333,70.4794117647059,38.5648378134033,100,0,0.165359477124183,0.485615672831249,0.7,0.999997226651355,0.00356584745934634
"11","tmin","_psuitability",98.2067620286086,8.81125322426373,100,0,0.00260078023407022,0.0898626317652467,0.633333333333333,0.417927216612663,0.0039580553954006,98.2660130718954,7.97063639720745,100,3,0,0.081557950847267,0.7,NA,NA
"11","tmin","_tsuitability",12.6436931079324,29.8754875289625,100,0,0.804941482444733,0.923174330911327,0.266666666666667,0.711934352996922,0.00315295251030574,12.8803921568627,29.7740220800551,100,0,0.789869281045752,0.920653504754635,0.266666666666667,0.741732530131882,0.00370068323800847
"11","tmin","_suitability",12.0728218465540,28.7970159491168,100,0,0.804941482444733,0.925169087979276,0.566666666666667,0.711934352996922,0.00383905013665096,12.4241830065359,29.0496717601904,100,0,0.789869281045752,0.922666319562442,0.6,0.741732530131882,0.004232076477116
"11","tmax","_psuitability",98.2067620286086,8.81125322426373,100,0,0.00260078023407022,0.0898626317652467,0.633333333333333,0.417927216612663,0.0039580553954006,98.2660130718954,7.97063639720745,100,3,0,0.081557950847267,0.7,NA,NA
"11","tmax","_tsuitability",55.2405721716515,43.0188684097516,100,0,0.364109232769831,0.62061444447145,0.633333333333333,0.999989021690386,0.00344931002509694,52.9702614379085,43.7666861423681,100,0,0.393137254901961,0.6423934259669,0.633333333333333,0.99996271357088,0.00336139256534673
"11","tmax","_suitability",54.6566970091027,43.0216056429427,100,0,0.366710013003901,0.624857330920588,0.666666666666667,0.999998780190571,0.00347949673592535,52.5421568627451,43.6991092396355,100,0,0.393137254901961,0.645076349537034,0.7,0.999975039734238,0.00340618097551496
"12","tmean","_psuitability",98.22366710013,9.21682743079382,100,0,0.00390117035110533,0.0938055427144536,0.6,0.399792054476653,0.00366624405572739,98.2771241830065,8.4978892576246,100,0,0.00065359477124183,0.0866941886918678,0.7,0.406997083438806,0.00403171583980077
"12","tmean","_tsuitability",79.6085825747724,38.166493529362,100,0,0.167750325097529,0.432503974439972,0.333333333333333,0.849501289228672,0.00198958362758555,80.2882352941176,37.4840568766448,100,0,0.158496732026144,0.423455903206915,0.433333333333333,0.846483654859872,0.00217962175851388
