ID VARIABLE	VARIABLE	ID ESTACION	ESTACION
0260&sid	Evaporaci髇	0029065130&sid	LA GRAN VIA
0310&sid	Precipitacion Acumulada Diaria	0029065130&sid	LA GRAN VIA
9000&sid	voltaje acumulador	0029065130&sid	LA GRAN VIA
0027&sid	Humedad aire 2 m	0031095030&sid	PTO INIRIDA
0068&sid	Temp Aire 2 m	0031095030&sid	PTO INIRIDA
0069&sid	Temp Max Aire 2 m	0031095030&sid	PTO INIRIDA
0070&sid	Temp Min Aire 2 m	0031095030&sid	PTO INIRIDA
0103&sid	Velocidad Viento (10 min)	0031095030&sid	PTO INIRIDA
0104&sid	Direccion Viento (10min)	0031095030&sid	PTO INIRIDA
0105&sid	Vel Viento Max (1h)	0031095030&sid	PTO INIRIDA
0107&sid	Dir Vel Max (1h)	0031095030&sid	PTO INIRIDA
0108&sid	Temp Virtual (1h)	0031095030&sid	PTO INIRIDA
0109&sid	Temp Max Virtual	0031095030&sid	PTO INIRIDA
0110&sid	Temp Min Virtual	0031095030&sid	PTO INIRIDA
0239&sid	Radiacion Global	0031095030&sid	PTO INIRIDA
0240&sid	Precipitacion	0031095030&sid	PTO INIRIDA
0255&sid	Presi髇 Atmosferica (1h)	0031095030&sid	PTO INIRIDA
0310&sid	Precipitacion Acumulada Diaria	0031095030&sid	PTO INIRIDA
9000&sid	voltaje acumulador	0031095030&sid	PTO INIRIDA
9500&sid	Error 500 General	0031095030&sid	PTO INIRIDA
9501&sid	Error 501 SAT HDR	0031095030&sid	PTO INIRIDA
9502&sid	Error 502 LogoSens error counters	0031095030&sid	PTO INIRIDA
9503&sid	SAT HDR Firmware version	0031095030&sid	PTO INIRIDA
0230&sid	Nivel Instant醤eo	0032067030&sid	PTO ANGOSTURAS
0231&sid	Nivel M醲imo	0032067030&sid	PTO ANGOSTURAS
0232&sid	Nivel M韓imo	0032067030&sid	PTO ANGOSTURAS
0240&sid	precipitaci髇	0032067030&sid	PTO ANGOSTURAS
0310&sid	Precipitacion Acumulada Diaria	0032067030&sid	PTO ANGOSTURAS
9000&sid	voltaje acumulador	0032067030&sid	PTO ANGOSTURAS
0027&sid	Humedad aire 2 m	0032105080&sid	SAN JOSE DEL GUAVIARE
0068&sid	Temp Aire 2 m	0032105080&sid	SAN JOSE DEL GUAVIARE
0069&sid	Temp Max Aire 2 m	0032105080&sid	SAN JOSE DEL GUAVIARE
0070&sid	Temp Min Aire 2 m	0032105080&sid	SAN JOSE DEL GUAVIARE
0103&sid	Velocidad Viento (10 min)	0032105080&sid	SAN JOSE DEL GUAVIARE
0104&sid	Direccion Viento (10min)	0032105080&sid	SAN JOSE DEL GUAVIARE
0105&sid	Vel Viento Max (1h)	0032105080&sid	SAN JOSE DEL GUAVIARE
0107&sid	Dir Vel Max (1h)	0032105080&sid	SAN JOSE DEL GUAVIARE
0108&sid	Temp Virtual (1h)	0032105080&sid	SAN JOSE DEL GUAVIARE
0109&sid	Temp Max Virtual	0032105080&sid	SAN JOSE DEL GUAVIARE
0110&sid	Temp Min Virtual	0032105080&sid	SAN JOSE DEL GUAVIARE
0239&sid	Radiacion Global	0032105080&sid	SAN JOSE DEL GUAVIARE
0240&sid	Precipitacion	0032105080&sid	SAN JOSE DEL GUAVIARE
0255&sid	Presi髇 Atmosferica (1h)	0032105080&sid	SAN JOSE DEL GUAVIARE
0310&sid	Precipitacion Acumulada Diaria	0032105080&sid	SAN JOSE DEL GUAVIARE
9000&sid	voltaje acumulador	0032105080&sid	SAN JOSE DEL GUAVIARE
0230&sid	Nivel Radar	0035017020&sid	PTE LLERAS
0231&sid	Radar Max	0035017020&sid	PTE LLERAS
0232&sid	Radar Min	0035017020&sid	PTE LLERAS
0240&sid	Precipitacion	0035017020&sid	PTE LLERAS
0310&sid	Precipitacion Acumulada Diaria	0035017020&sid	PTE LLERAS
9000&sid	voltaje acumulador	0035017020&sid	PTE LLERAS
0027&sid	Humedad aire 2 m	0035025080&sid	PNN CHINGAZA
0068&sid	Temp Aire 2 m	0035025080&sid	PNN CHINGAZA
0069&sid	Temp Max Aire 2 m	0035025080&sid	PNN CHINGAZA
0070&sid	Temp Min Aire 2 m	0035025080&sid	PNN CHINGAZA
0103&sid	Velocidad Viento (10 min)	0035025080&sid	PNN CHINGAZA
0104&sid	Direccion Viento (10min)	0035025080&sid	PNN CHINGAZA
0105&sid	Vel Viento Max (1h)	0035025080&sid	PNN CHINGAZA
0107&sid	Dir Vel Max (1h)	0035025080&sid	PNN CHINGAZA
0108&sid	Temp Virtual (1h)	0035025080&sid	PNN CHINGAZA
0109&sid	Temp Max Virtual	0035025080&sid	PNN CHINGAZA
0110&sid	Temp Min Virtual	0035025080&sid	PNN CHINGAZA
0240&sid	Precipitacion	0035025080&sid	PNN CHINGAZA
0241&sid	Temp Suelo 10 cm	0035025080&sid	PNN CHINGAZA
0242&sid	Temp Suelo 30 cm	0035025080&sid	PNN CHINGAZA
0243&sid	Temp Suelo 50 cm	0035025080&sid	PNN CHINGAZA
0245&sid	Humedad Suelo 10 cm	0035025080&sid	PNN CHINGAZA
0246&sid	Humedad Suelo 30 cm	0035025080&sid	PNN CHINGAZA
0247&sid	Humedad Suelo 50 cm	0035025080&sid	PNN CHINGAZA
0255&sid	Presi髇 Atmosferica (1h)	0035025080&sid	PNN CHINGAZA
0265&sid	Precipitaci髇 Horizontal	0035025080&sid	PNN CHINGAZA
0310&sid	Precipitacion Acumulada Diaria	0035025080&sid	PNN CHINGAZA
9000&sid	voltaje acumulador	0035025080&sid	PNN CHINGAZA
0027&sid	Humedad aire 2 m	0035025090&sid	BOSQUE INTERVENIDO
0068&sid	Temp Aire 2 m	0035025090&sid	BOSQUE INTERVENIDO
0069&sid	Temp Max Aire 2 m	0035025090&sid	BOSQUE INTERVENIDO
0070&sid	Temp Min Aire 2 m	0035025090&sid	BOSQUE INTERVENIDO
0103&sid	Velocidad Viento (10 min)	0035025090&sid	BOSQUE INTERVENIDO
0104&sid	Direccion Viento (10min)	0035025090&sid	BOSQUE INTERVENIDO
0105&sid	Vel Viento Max (1h)	0035025090&sid	BOSQUE INTERVENIDO
0107&sid	Dir Vel Max (1h)	0035025090&sid	BOSQUE INTERVENIDO
0108&sid	Temp Virtual (1h)	0035025090&sid	BOSQUE INTERVENIDO
0109&sid	Temp Max Virtual	0035025090&sid	BOSQUE INTERVENIDO
0110&sid	Temp Min Virtual	0035025090&sid	BOSQUE INTERVENIDO
0240&sid	Precipitacion	0035025090&sid	BOSQUE INTERVENIDO
0241&sid	Temp Suelo 10 cm	0035025090&sid	BOSQUE INTERVENIDO
0265&sid	Precipitaci髇 Horizontal	0035025090&sid	BOSQUE INTERVENIDO
9000&sid	voltaje acumulador	0035025090&sid	BOSQUE INTERVENIDO
0027&sid	Humedad aire 2 m	0035025110&sid	LA LIBERTAD
0030&sid	Humedad Aire 10 cm	0035025110&sid	LA LIBERTAD
0068&sid	Temp Aire 2 m	0035025110&sid	LA LIBERTAD
0069&sid	Temp Max Aire 2 m	0035025110&sid	LA LIBERTAD
0070&sid	Temp Min Aire 2 m	0035025110&sid	LA LIBERTAD
0075&sid	Temp Aire 10 cm	0035025110&sid	LA LIBERTAD
0076&sid	Temp Max Aire 10 cm	0035025110&sid	LA LIBERTAD
0077&sid	Temp Min Aire 10 cm	0035025110&sid	LA LIBERTAD
0103&sid	Velocidad Viento (10 min)	0035025110&sid	LA LIBERTAD
0104&sid	Direccion Viento (10min)	0035025110&sid	LA LIBERTAD
0105&sid	Vel Viento Max (1h)	0035025110&sid	LA LIBERTAD
0107&sid	Dir Vel Max (1h)	0035025110&sid	LA LIBERTAD
0108&sid	Temp Virtual (1h)	0035025110&sid	LA LIBERTAD
0109&sid	Temp Max Virtual	0035025110&sid	LA LIBERTAD
0110&sid	Temp Min Virtual	0035025110&sid	LA LIBERTAD
0237&sid	Radiacion Visible	0035025110&sid	LA LIBERTAD
0239&sid	Radiacion Global	0035025110&sid	LA LIBERTAD
0240&sid	Precipitacion	0035025110&sid	LA LIBERTAD
0241&sid	Temp Suelo 10 cm	0035025110&sid	LA LIBERTAD
0242&sid	Temp Suelo 30 cm	0035025110&sid	LA LIBERTAD
0243&sid	Temp Suelo 50 cm	0035025110&sid	LA LIBERTAD
0245&sid	Humedad Suelo 10 cm	0035025110&sid	LA LIBERTAD
0246&sid	Humedad Suelo 30 cm	0035025110&sid	LA LIBERTAD
0247&sid	Humedad Suelo 50 cm	0035025110&sid	LA LIBERTAD
0255&sid	Presi髇 Atmosferica (1h)	0035025110&sid	LA LIBERTAD
0260&sid	Evaporaci髇	0035025110&sid	LA LIBERTAD
9000&sid	voltaje acumulador	0035025110&sid	LA LIBERTAD
9501&sid	Error 501 SAT HDR	0035025110&sid	LA LIBERTAD
0240&sid	Precipitacion	0035027001&sid	CAQUEZA PLAZA DE FERIAS - TXGPRS
0251&sid	"Presion de Poros 1 A 5,76 Mt"	0035027001&sid	CAQUEZA PLAZA DE FERIAS - TXGPRS
0252&sid	"Presion de Poros 2 A 11,25 Mt"	0035027001&sid	CAQUEZA PLAZA DE FERIAS - TXGPRS
9000&sid	Voltaje acumulador	0035027001&sid	CAQUEZA PLAZA DE FERIAS - TXGPRS
0017&sid	Presion de Poros 3 A 20 Mt	0035027002&sid	CAQUEZA PARQUE RAFAEL NU袳Z - TXGPRS
0251&sid	Presion de Poros 1 A 15 Mt	0035027002&sid	CAQUEZA PARQUE RAFAEL NU袳Z - TXGPRS
0252&sid	Presion de Poros 2 A 18 Mt	0035027002&sid	CAQUEZA PARQUE RAFAEL NU袳Z - TXGPRS
9000&sid	Voltaje acumulador	0035027002&sid	CAQUEZA PARQUE RAFAEL NU袳Z - TXGPRS
0230&sid	Nivel Instantaneo	0035027500&sid	QDA RINCON
9000&sid	Voltaje Acumulador	0035027500&sid	QDA RINCON
0027&sid	Humedad Aire 2m	0035027510&sid	CALOSTROS BAJO
0068&sid	Temp Aire 2 m	0035027510&sid	CALOSTROS BAJO
0069&sid	Temp Max Aire 2 m	0035027510&sid	CALOSTROS BAJO
0070&sid	Temp Min Aire 2 m	0035027510&sid	CALOSTROS BAJO
0230&sid	Nivel Instantaneo	0035027510&sid	CALOSTROS BAJO
0231&sid	Nivel Maximo	0035027510&sid	CALOSTROS BAJO
0232&sid	Nivel Minimo	0035027510&sid	CALOSTROS BAJO
0240&sid	Precipitacion	0035027510&sid	CALOSTROS BAJO
0310&sid	Precipitacion Acumulada Diaria	0035027510&sid	CALOSTROS BAJO
9000&sid	Voltaje Acumulador	0035027510&sid	CALOSTROS BAJO
0001&sid	Nivel Minimo	0035027520&sid	BOCAT EAAB
0230&sid	Nivel Instantaneo	0035027520&sid	BOCAT EAAB
0231&sid	Nivel Maximo	0035027520&sid	BOCAT EAAB
0240&sid	Precipitacion	0035027520&sid	BOCAT EAAB
0310&sid	Precipitacion Acumulada Diaria	0035027520&sid	BOCAT EAAB
9000&sid	Voltaje Acumulador	0035027520&sid	BOCAT EAAB
0027&sid	Humedad aire 2 m	0035035100&sid	ICA VILLAVICENCIO
0068&sid	Temp Aire 2 m	0035035100&sid	ICA VILLAVICENCIO
0069&sid	Temp Max Aire 2 m	0035035100&sid	ICA VILLAVICENCIO
0070&sid	Temp Min Aire 2 m	0035035100&sid	ICA VILLAVICENCIO
0103&sid	Velocidad Viento (10 min)	0035035100&sid	ICA VILLAVICENCIO
0104&sid	Direccion Viento (10min)	0035035100&sid	ICA VILLAVICENCIO
0105&sid	Vel Viento Max (1h)	0035035100&sid	ICA VILLAVICENCIO
0107&sid	Dir Vel Max (1h)	0035035100&sid	ICA VILLAVICENCIO
0108&sid	Temp Virtual (1h)	0035035100&sid	ICA VILLAVICENCIO
0109&sid	Temp Max Virtual	0035035100&sid	ICA VILLAVICENCIO
0110&sid	Temp Min Virtual	0035035100&sid	ICA VILLAVICENCIO
0239&sid	Radiacion Global	0035035100&sid	ICA VILLAVICENCIO
0240&sid	Precipitacion	0035035100&sid	ICA VILLAVICENCIO
0255&sid	Presi髇 Atmosferica (1h)	0035035100&sid	ICA VILLAVICENCIO
0310&sid	Precipitacion Acumulada Diaria	0035035100&sid	ICA VILLAVICENCIO
9000&sid	voltaje acumulador	0035035100&sid	ICA VILLAVICENCIO
0027&sid	Humedad aire 2 m	0035035110&sid	SALINAS DE UPIN
0068&sid	Temp Aire 2 m	0035035110&sid	SALINAS DE UPIN
0069&sid	Temp Max Aire 2 m	0035035110&sid	SALINAS DE UPIN
0070&sid	Temp Min Aire 2 m	0035035110&sid	SALINAS DE UPIN
0103&sid	Velocidad Viento (10 min)	0035035110&sid	SALINAS DE UPIN
0104&sid	Direccion Viento (10min)	0035035110&sid	SALINAS DE UPIN
0105&sid	Vel Viento Max (1h)	0035035110&sid	SALINAS DE UPIN
0107&sid	Dir Vel Max (1h)	0035035110&sid	SALINAS DE UPIN
0108&sid	Temp Virtual (1h)	0035035110&sid	SALINAS DE UPIN
0109&sid	Temp Max Virtual	0035035110&sid	SALINAS DE UPIN
0110&sid	Temp Min Virtual	0035035110&sid	SALINAS DE UPIN
0239&sid	Radiacion Global	0035035110&sid	SALINAS DE UPIN
0240&sid	Precipitacion	0035035110&sid	SALINAS DE UPIN
0245&sid	Humedad Suelo 10 cm	0035035110&sid	SALINAS DE UPIN
0246&sid	Humedad Suelo 30 cm	0035035110&sid	SALINAS DE UPIN
0250&sid	Presion Poros	0035035110&sid	SALINAS DE UPIN
0310&sid	Precipitacion Acumulada Diaria	0035035110&sid	SALINAS DE UPIN
9000&sid	voltaje acumulador	0035035110&sid	SALINAS DE UPIN
9500&sid	Error 500 General	0035035110&sid	SALINAS DE UPIN
9501&sid	Error 501 SAT HDR	0035035110&sid	SALINAS DE UPIN
9502&sid	Error 502 LogoSens error counters	0035035110&sid	SALINAS DE UPIN
9503&sid	SAT HDR Firmware version	0035035110&sid	SALINAS DE UPIN
0027&sid	Humedad aire 2 m	0035035130&sid	PMO CHINGAZA
0068&sid	Temp Aire 2 m	0035035130&sid	PMO CHINGAZA
0069&sid	Temp Max Aire 2 m	0035035130&sid	PMO CHINGAZA
0070&sid	Temp Min Aire 2 m	0035035130&sid	PMO CHINGAZA
0103&sid	Velocidad Viento (10 min)	0035035130&sid	PMO CHINGAZA
0104&sid	Direccion Viento (10min)	0035035130&sid	PMO CHINGAZA
0105&sid	Vel Viento Max (1h)	0035035130&sid	PMO CHINGAZA
0107&sid	Dir Vel Max (1h)	0035035130&sid	PMO CHINGAZA
0108&sid	Temp Virtual (1h)	0035035130&sid	PMO CHINGAZA
0109&sid	Temp Max Virtual	0035035130&sid	PMO CHINGAZA
0110&sid	Temp Min Virtual	0035035130&sid	PMO CHINGAZA
0240&sid	Precipitacion	0035035130&sid	PMO CHINGAZA
0241&sid	Temp Suelo 10 cm	0035035130&sid	PMO CHINGAZA
0242&sid	Temp Suelo 30 cm	0035035130&sid	PMO CHINGAZA
0243&sid	Temp Suelo 50 cm	0035035130&sid	PMO CHINGAZA
0245&sid	Humedad Suelo 10 cm	0035035130&sid	PMO CHINGAZA
0246&sid	Humedad Suelo 30 cm	0035035130&sid	PMO CHINGAZA
0247&sid	Humedad Suelo 50 cm	0035035130&sid	PMO CHINGAZA
0255&sid	Presi髇 Atmosferica (1h)	0035035130&sid	PMO CHINGAZA
0260&sid	Evaporaci髇	0035035130&sid	PMO CHINGAZA
0310&sid	Precipitacion Acumulada Diaria	0035035130&sid	PMO CHINGAZA
9000&sid	voltaje acumulador	0035035130&sid	PMO CHINGAZA
0230&sid	Nivel Instantaneo	0035037100&sid	PTE ABADIA
0231&sid	Nivel Maximo	0035037100&sid	PTE ABADIA
0232&sid	Nivel Minimo	0035037100&sid	PTE ABADIA
0240&sid	precipitacion	0035037100&sid	PTE ABADIA
0310&sid	Precipitacion Acumulada Diaria	0035037100&sid	PTE ABADIA
9000&sid	voltaje acumulador	0035037100&sid	PTE ABADIA
0240&sid	Precipitacion	0035070580&sid	RAMIRIQUI
9000&sid	voltaje acumulador	0035070580&sid	RAMIRIQUI
0027&sid	Humedad aire 2 m	0035075070&sid	CHINAVITA
0030&sid	Humedad Aire 10 cm	0035075070&sid	CHINAVITA
0068&sid	Temp Aire 2 m	0035075070&sid	CHINAVITA
0069&sid	Temp Max Aire 2 m	0035075070&sid	CHINAVITA
0070&sid	Temp Min Aire 2 m	0035075070&sid	CHINAVITA
0075&sid	Temp Aire 10 cm	0035075070&sid	CHINAVITA
0076&sid	Temp Max Aire 10 cm	0035075070&sid	CHINAVITA
0077&sid	Temp Min Aire 10 cm	0035075070&sid	CHINAVITA
0103&sid	Velocidad Viento (10 min)	0035075070&sid	CHINAVITA
0104&sid	Direccion Viento (10min)	0035075070&sid	CHINAVITA
0105&sid	Vel Viento Max (1h)	0035075070&sid	CHINAVITA
0107&sid	Dir Vel Max (1h)	0035075070&sid	CHINAVITA
0108&sid	Temp Virtual (1h)	0035075070&sid	CHINAVITA
0109&sid	Temp Max Virtual	0035075070&sid	CHINAVITA
0110&sid	Temp Min Virtual	0035075070&sid	CHINAVITA
0237&sid	Radiacion Visible	0035075070&sid	CHINAVITA
0239&sid	Radiacion Global	0035075070&sid	CHINAVITA
0240&sid	Precipitacion	0035075070&sid	CHINAVITA
0241&sid	Temp Suelo 10 cm	0035075070&sid	CHINAVITA
0242&sid	Temp Suelo 30 cm	0035075070&sid	CHINAVITA
0243&sid	Temp Suelo 50 cm	0035075070&sid	CHINAVITA
0245&sid	Humedad Suelo 10 cm	0035075070&sid	CHINAVITA
0246&sid	Humedad Suelo 30 cm	0035075070&sid	CHINAVITA
0247&sid	Humedad Suelo 50 cm	0035075070&sid	CHINAVITA
0255&sid	Presi髇 Atmosferica (1h)	0035075070&sid	CHINAVITA
0260&sid	Evaporaci髇	0035075070&sid	CHINAVITA
0310&sid	Precipitacion Acumulada Diaria	0035075070&sid	CHINAVITA
9000&sid	voltaje acumulador	0035075070&sid	CHINAVITA
0027&sid	Humedad aire 2 m	0035075080&sid	PMO RABANAL
0068&sid	Temp Aire 2 m	0035075080&sid	PMO RABANAL
0069&sid	Temp Max Aire 2 m	0035075080&sid	PMO RABANAL
0070&sid	Temp Min Aire 2 m	0035075080&sid	PMO RABANAL
0103&sid	Velocidad Viento (10 min) Fuera descarga	0035075080&sid	PMO RABANAL
0104&sid	Direccion Viento (10min) / Fuera descarg	0035075080&sid	PMO RABANAL
0105&sid	Vel Viento Max (1h)	0035075080&sid	PMO RABANAL
0107&sid	Dir Vel Max (1h) Fuera descarga el.	0035075080&sid	PMO RABANAL
0108&sid	Temp Virtual (1h)	0035075080&sid	PMO RABANAL
0109&sid	Temp Max Virtual Fuera descarga	0035075080&sid	PMO RABANAL
0110&sid	Temp Min Virtual Fuera descarga	0035075080&sid	PMO RABANAL
0240&sid	Precipitacion	0035075080&sid	PMO RABANAL
0241&sid	Temp Suelo 10 cm Fuera descarga	0035075080&sid	PMO RABANAL
0242&sid	Temp Suelo 30 cm Fuera descarga	0035075080&sid	PMO RABANAL
0243&sid	Temp Suelo 50 cm Fuera descarga	0035075080&sid	PMO RABANAL
0245&sid	Humedad Suelo 10 cm Fuera descarga	0035075080&sid	PMO RABANAL
0246&sid	Humedad Suelo 30 cm Fuera descarga	0035075080&sid	PMO RABANAL
0247&sid	Humedad Suelo 50 cm Fuera descarga	0035075080&sid	PMO RABANAL
0255&sid	Presi髇 Atmosferica (1h)	0035075080&sid	PMO RABANAL
0260&sid	Evaporaci髇 Fuera descarga Elect.	0035075080&sid	PMO RABANAL
0264&sid	Evaporacion Diferencia	0035075080&sid	PMO RABANAL
0265&sid	Evaporacion Diaria	0035075080&sid	PMO RABANAL
0310&sid	Precipitaci髇 Acumulada Diaria	0035075080&sid	PMO RABANAL
9000&sid	voltaje acumulador	0035075080&sid	PMO RABANAL
0240&sid	Precipitacion	0035075090&sid	MACHETA
0310&sid	Precipitacion Acumulada Diaria	0035075090&sid	MACHETA
9000&sid	voltaje acumulador	0035075090&sid	MACHETA
0233&sid	Nivel Instantaneo	0035077080&sid	PTE FIERRO
0240&sid	Precipitacion	0035077080&sid	PTE FIERRO
9000&sid	voltaje acumulador	0035077080&sid	PTE FIERRO
0233&sid	Nivel Instantaneo	0035077150&sid	PUNTEADERO
0240&sid	Precipitacion	0035077150&sid	PUNTEADERO
9000&sid	voltaje acumulador	0035077150&sid	PUNTEADERO
0233&sid	Nivel Instantaneo	0035077310&sid	BARBOSA TERMALES
0240&sid	Precipitacion	0035077310&sid	BARBOSA TERMALES
9000&sid	voltaje acumulador	0035077310&sid	BARBOSA TERMALES
0233&sid	Nivel Radar	0035077320&sid	CARACOL
0234&sid	Radar Max	0035077320&sid	CARACOL
0235&sid	Radar Min	0035077320&sid	CARACOL
0240&sid	Precipitacion	0035077320&sid	CARACOL
9000&sid	voltaje acumulador	0035077320&sid	CARACOL
0027&sid	Humedad aire 2 m	0035085060&sid	ZETAQUIRA
0068&sid	Temp Aire 2 m	0035085060&sid	ZETAQUIRA
0069&sid	Temp Max Aire 2 m	0035085060&sid	ZETAQUIRA
0070&sid	Temp Min Aire 2 m	0035085060&sid	ZETAQUIRA
0103&sid	Velocidad Viento (10 min)	0035085060&sid	ZETAQUIRA
0104&sid	Direccion Viento (10min)	0035085060&sid	ZETAQUIRA
0105&sid	Vel Viento Max (1h)	0035085060&sid	ZETAQUIRA
0107&sid	Dir Vel Max (1h)	0035085060&sid	ZETAQUIRA
0108&sid	Temp Virtual (1h)	0035085060&sid	ZETAQUIRA
0109&sid	Temp Max Virtual	0035085060&sid	ZETAQUIRA
0110&sid	Temp Min Virtual	0035085060&sid	ZETAQUIRA
0239&sid	Radiacion Global	0035085060&sid	ZETAQUIRA
0240&sid	Precipitacion	0035085060&sid	ZETAQUIRA
0245&sid	Humedad Suelo 10 cm	0035085060&sid	ZETAQUIRA
0246&sid	Humedad Suelo 30 cm	0035085060&sid	ZETAQUIRA
9000&sid	voltaje acumulador	0035085060&sid	ZETAQUIRA
0027&sid	Humedad aire 2 m	0035085070&sid	STA MARIA
0068&sid	Temp Aire 2 m	0035085070&sid	STA MARIA
0069&sid	Temp Max Aire 2 m	0035085070&sid	STA MARIA
0070&sid	Temp Min Aire 2 m	0035085070&sid	STA MARIA
0103&sid	Velocidad Viento (10 min)	0035085070&sid	STA MARIA
0104&sid	Direccion Viento (10min)	0035085070&sid	STA MARIA
0105&sid	Vel Viento Max (1h)	0035085070&sid	STA MARIA
0107&sid	Dir Vel Max (1h)	0035085070&sid	STA MARIA
0108&sid	Temp Virtual (1h)	0035085070&sid	STA MARIA
0109&sid	Temp Max Virtual	0035085070&sid	STA MARIA
0110&sid	Temp Min Virtual	0035085070&sid	STA MARIA
0239&sid	Radiacion Global	0035085070&sid	STA MARIA
0240&sid	Precipitacion	0035085070&sid	STA MARIA
0245&sid	Humedad Suelo 10 cm	0035085070&sid	STA MARIA
0246&sid	Humedad Suelo 50 cm	0035085070&sid	STA MARIA
0310&sid	Precipitacion Acumulada Diaria	0035085070&sid	STA MARIA
9000&sid	voltaje acumulador	0035085070&sid	STA MARIA
0027&sid	Humedad aire 2 m	0035085080&sid	LA CAPILLA
0068&sid	Temp Aire 2 m	0035085080&sid	LA CAPILLA
0069&sid	Temp Max Aire 2 m	0035085080&sid	LA CAPILLA
0070&sid	Temp Min Aire 2 m	0035085080&sid	LA CAPILLA
0103&sid	Velocidad Viento (10 min)	0035085080&sid	LA CAPILLA
0104&sid	Direccion Viento (10min)	0035085080&sid	LA CAPILLA
0105&sid	Vel Viento Max (1h)	0035085080&sid	LA CAPILLA
0107&sid	Dir Vel Max (1h)	0035085080&sid	LA CAPILLA
0108&sid	Temp Virtual (1h)	0035085080&sid	LA CAPILLA
0109&sid	Temp Max Virtual	0035085080&sid	LA CAPILLA
0110&sid	Temp Min Virtual	0035085080&sid	LA CAPILLA
0239&sid	Radiacion Global	0035085080&sid	LA CAPILLA
0240&sid	Precipitacion	0035085080&sid	LA CAPILLA
0245&sid	Humedad Suelo 10 cm	0035085080&sid	LA CAPILLA
0246&sid	Humedad Suelo 30 cm	0035085080&sid	LA CAPILLA
9000&sid	voltaje acumulador	0035085080&sid	LA CAPILLA
0027&sid	Humedad aire 2 m	0035095120&sid	AQUITANIA
0068&sid	Temp Aire 2 m	0035095120&sid	AQUITANIA
0069&sid	Temp Max Aire 2 m	0035095120&sid	AQUITANIA
0070&sid	Temp Min Aire 2 m	0035095120&sid	AQUITANIA
0103&sid	Velocidad Viento (10 min)	0035095120&sid	AQUITANIA
0104&sid	Direccion Viento (10min)	0035095120&sid	AQUITANIA
0105&sid	Vel Viento Max (1h)	0035095120&sid	AQUITANIA
0107&sid	Dir Vel Max (1h)	0035095120&sid	AQUITANIA
0108&sid	Temp Virtual (1h)	0035095120&sid	AQUITANIA
0109&sid	Temp Max Virtual	0035095120&sid	AQUITANIA
0110&sid	Temp Min Virtual	0035095120&sid	AQUITANIA
0237&sid	Radiacion Visible	0035095120&sid	AQUITANIA
0239&sid	Radiacion Global	0035095120&sid	AQUITANIA
0240&sid	Precipitacion	0035095120&sid	AQUITANIA
0241&sid	Temp Suelo 10 cm	0035095120&sid	AQUITANIA
0242&sid	Temp Suelo 30 cm	0035095120&sid	AQUITANIA
0243&sid	Temp Suelo 50 cm	0035095120&sid	AQUITANIA
0245&sid	Humedad Suelo 10 cm	0035095120&sid	AQUITANIA
0246&sid	Humedad Suelo 30 cm	0035095120&sid	AQUITANIA
0247&sid	Humedad Suelo 50 cm	0035095120&sid	AQUITANIA
0255&sid	Presi髇 Atmosferica (1h)	0035095120&sid	AQUITANIA
0260&sid	Evaporaci髇	0035095120&sid	AQUITANIA
0310&sid	Precipitacion Acumulada Diaria	0035095120&sid	AQUITANIA
9000&sid	Voltaje Acumulador	0035095120&sid	AQUITANIA
0027&sid	Humedad aire 2 m	0035185010&sid	LA PALOMERA
0068&sid	Temp Aire 2 m	0035185010&sid	LA PALOMERA
0069&sid	Temp Max Aire 2 m	0035185010&sid	LA PALOMERA
0070&sid	Temp Min Aire 2 m	0035185010&sid	LA PALOMERA
0103&sid	Velocidad Viento (10 min)	0035185010&sid	LA PALOMERA
0104&sid	Direccion Viento (10min)	0035185010&sid	LA PALOMERA
0105&sid	Vel Viento Max (1h)	0035185010&sid	LA PALOMERA
0107&sid	Dir Vel Max (1h)	0035185010&sid	LA PALOMERA
0108&sid	Temp Virtual (1h)	0035185010&sid	LA PALOMERA
0109&sid	Temp Max Virtual	0035185010&sid	LA PALOMERA
0110&sid	Temp Min Virtual	0035185010&sid	LA PALOMERA
0237&sid	Radiacion Visible	0035185010&sid	LA PALOMERA
0239&sid	Radiacion Global	0035185010&sid	LA PALOMERA
0240&sid	Precipitacion	0035185010&sid	LA PALOMERA
0241&sid	Temp Suelo 10 cm	0035185010&sid	LA PALOMERA
0242&sid	Temp Suelo 30 cm	0035185010&sid	LA PALOMERA
0243&sid	Temp Suelo 50 cm	0035185010&sid	LA PALOMERA
0245&sid	Humedad Suelo 10 cm	0035185010&sid	LA PALOMERA
0246&sid	Humedad Suelo 30 cm	0035185010&sid	LA PALOMERA
0247&sid	Humedad Suelo 50 cm	0035185010&sid	LA PALOMERA
0255&sid	Presi髇 Atmosferica (1h)	0035185010&sid	LA PALOMERA
0260&sid	Evaporaci髇	0035185010&sid	LA PALOMERA
0310&sid	Precipitacion Acumulada Diaria	0035185010&sid	LA PALOMERA
9000&sid	voltaje acumulador	0035185010&sid	LA PALOMERA
0027&sid	Humedad aire 2 m	0035215020&sid	APTO YOPAL
0068&sid	Temp Aire 2 m	0035215020&sid	APTO YOPAL
0069&sid	Temp Max Aire 2 m	0035215020&sid	APTO YOPAL
0070&sid	Temp Min Aire 2 m	0035215020&sid	APTO YOPAL
